#ORF	Gene	Heat 0' (A)	Heat 0' (A) Call	Heat 0' (B)	Heat 0' (B) Call	Heat 15'	Heat 15' Call	Heat 30'	Heat 30' Call	Heat 45'	Heat 45' Call	Heat 60'	Heat 60' Call	Heat 120'	Heat 120' Call	Acid 0' (A)	Acid 0' (A) Call	Acid 0' (B)	Acid 0' (B) Call	Acid 10'	Acid 10' Call	Acid 20'	Acid 20' Call	Acid 40'	Acid 40' Call	Acid 60'	Acid 60' Call	Acid 80'	Acid 80' Call	Acid 100'	Acid 100' Call	Alkali 0' (A)	Alkali 0' (A) Call	Alkali 0' (B)	Alkali 0' (B) Call	Alkali 10'	Alkali 10' Call	Alkali 20'	Alkali 20' Call	Alkali 40'	Alkali 40' Call	Alkali 60'	Alkali 60' Call	Alkali 80'	Alkali 80' Call	Alkali 100'	Alkali 100' Call	msn2/4 acid 0'	msn2/4 acid 0' Call	msn2/4 acid 10'	msn2/4 acid 10' Call	msn2/4 acid 20'	msn2/4 acid 20' Call	Peroxide 0' (A)	Peroxide 0' (A) Call	Peroxide 0' (B)	Peroxide 0' (B) Call	Peroxide 10'	Peroxide 10' Call	Peroxide 20'	Peroxide 20' Call	Peroxide 40'	Peroxide 40' Call	Peroxide 60'	Peroxide 60' Call	Peroxide 120'	Peroxide 120' Call	NaCl 0'	NaCl 0' Call	NaCl 15'	NaCl 15' Call	NaCl 30'	NaCl 30' Call	NaCl 45'	NaCl 45' Call	NaCl 60'	NaCl 60' Call	NaCl 120'	NaCl 120' Call	Sorbitol 0'	Sorbitol 0' Call	Sorbitol 15'	Sorbitol 15' Call	Sorbitol 30'	Sorbitol 30' Call	Sorbitol 45'	Sorbitol 45' Call	Sorbitol 90'	Sorbitol 90' Call	Sorbitol 120'	Sorbitol 120' Call
orf	gene	heat.0min.a	heat.0min.a.call	heat.0min.b	heat.0min.b.call	heat.15min	heat.15min.call	heat.30min	heat.30min.call	heat.45min	heat.45min.call	heat.60min	heat.60min.call	heat.120min	heat.120min.call	acid.0min.a	acid.0min.a.call	acid.0min.b	acid.0min.b.call	acid.10min	acid.10min.call	acid.20min	acid.20min.call	acid.40min	acid.40min.call	acid.60min	acid.60min.call	acid.80min	acid.80min.call	acid.100min	acid.100min.call	alkali.0min.a	alkali.0min.a.call	alkali.0min.b	alkali.0min.b.call	alkali.10min	alkali.10min.call	alkali.20min	alkali.20min.call	alkali.40min	alkali.40min.call	alkali.60min	alkali.60min.call	alkali.80min	alkali.80min.call	alkali.100min	alkali.100min.call	msn2/4.acid.0min	msn2/4.acid.0min.call	msn2/4.acid.10min	msn2/4.acid.10min.call	msn2/4.acid.20min	msn2/4.acid.20min.call	peroxide.0min.a	peroxide.0min.a.call	peroxide.0min.b	peroxide.0min.b.call	peroxide.10min	peroxide.10min.call	peroxide.20min	peroxide.20min.call	peroxide.40min	peroxide.40min.call	peroxide.60min	peroxide.60min.call	peroxide.120min	peroxide.120min.call	nacl.0min	nacl.0min.call	nacl.15min	nacl.15min.call	nacl.30min	nacl.30min.call	nacl.45min	nacl.45min.call	nacl.60min	nacl.60min.call	nacl.120min	nacl.120min.call	sorbitol.0min	sorbitol.0min.call	sorbitol.15min	sorbitol.15min.call	sorbitol.30min	sorbitol.30min.call	sorbitol.45min	sorbitol.45min.call	sorbitol.90min	sorbitol.90min.call	sorbitol.120min	sorbitol.120min.call
YOR191W	RIS1	133.4	P	78.2	P	168.2	P	183.4	P	154.1	P	166.5	P	162.5	P	194.5	P	72.5	A	194.2	P	155.7	P	144.7	P	208.4	P	162.1	P	184.4	P	194.5	P	72.5	A	133.9	P	122.5	P	194.1	P	141	P	97.4	P	134.2	P	144.6	P	170.2	P	142.6	P	67.6	A	135.4	P	78.2	P	60	P	77.4	P	85.9	P	128.3	P	51	A	20	A	20	A	72.8	A	37.9	A	20	A	51	A	51.7	A	20	A	20	A	20	A	103.7	P
YOR192C	YOR192C	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	26.2	A	20	A	20	A	20	A	20	A	20	A	20	A	20	P	20	A	233	P	187.9	P	238.6	P	613.8	P	456.6	P	330.3	P	233	P	408.1	P	356.1	A	523.8	P	445.8	P	556.7	P
YOR193W	YOR193W	20	A	36.2	P	20	A	70.5	A	98.3	P	53.5	P	85.3	P	48.9	P	30.7	A	66.3	P	42.6	P	47.2	P	53	P	35.7	P	48.6	P	48.9	P	30.7	A	91.7	P	20	A	20	A	20	A	20	A	20	A	46.8	P	20	A	20	A	77.7	A	52.2	P	57.5	P	40	P	26.6	P	44.2	P	20	A	69	P	109.9	P	136.5	P	369.4	P	250.3	A	100.3	A	69	P	136.6	A	29.5	A	161.5	A	102.4	A	191.8	P
YOR194C	TOA1	568.9	P	231.6	P	481.2	P	601.8	P	778.3	P	535.3	P	507.9	P	956.2	P	543.5	P	941.9	P	723.9	P	700.5	P	917.7	P	548.3	P	810.3	P	956.2	P	543.5	P	759.1	P	537.3	P	576.4	P	528.8	P	698.9	P	582.5	P	467.7	P	536.9	P	435.5	P	639	P	583.8	P	541.1	P	426.7	P	477.5	P	539.5	P	412.2	P	226	P	142.5	P	262.3	P	366.1	P	573.4	P	293.6	P	226	P	193.9	P	333.9	P	556.3	P	257.2	P	309.9	P
YOR195W	SLK19	68	P	62.2	P	57.2	P	75.2	P	23.9	A	20	A	28.4	A	54.3	P	61.3	A	41.6	P	36.7	P	51.3	P	89.8	P	50.4	P	55.7	P	54.3	P	61.3	A	51.3	P	39.5	A	88.3	P	27.8	A	45.2	P	31.1	A	51	P	58.9	P	46.2	A	85.3	A	45.5	P	20	P	20	A	20	P	20	A	20	A	150	A	132.6	P	103.6	A	110.8	A	34.9	A	281.4	A	150	A	101.6	P	20	A	173.7	A	20	A	272.6	P
YOR196C	LIP5	304.6	P	157.8	P	181.7	P	409.1	P	332.1	P	291.4	P	406.3	P	656.3	P	253.6	A	584.2	P	458.9	P	492.5	P	591.8	P	434.7	P	575.9	P	656.3	P	253.6	A	280.6	P	288.4	P	327.3	P	382.2	P	424.8	P	409.4	P	412.5	P	458.4	P	404.7	P	395.2	P	314.1	P	197.2	P	168.3	P	201	P	115.3	P	211.2	P	417	P	233.9	P	467.1	P	481.2	P	644.6	P	359.7	P	417	P	275.1	P	797	P	1120.8	P	878.7	P	759.8	P
YOR197W	YOR197W	181.3	P	183.8	P	154.8	P	347.9	P	313.5	P	249.8	P	292.5	P	547.6	P	167.2	A	598.1	P	468.4	P	438.2	P	541.2	P	345.3	P	478.7	P	547.6	P	167.2	A	643.6	P	600.5	P	531.5	P	512.1	P	653.7	P	721.1	P	369.9	P	445.3	P	431.6	P	482	P	335.2	P	276.6	P	237.8	P	276.4	P	249.3	P	244.5	P	934	P	774.1	P	1046.3	P	1315.5	P	1101.2	P	797.7	P	934	P	503.2	P	944.6	P	2077.5	P	813.5	P	1454.4	P
YOR198C	BFR1	825.7	P	626.8	P	847.9	P	2139.4	P	1386.7	P	1629.6	P	1202.6	P	1460.4	P	925.3	P	1708	P	1528.7	P	1381.9	P	1367.9	P	1074.9	P	1423.4	P	1460.4	P	925.3	P	1063.5	P	1153.6	P	1328	P	1411.9	P	1503.3	P	1675.3	P	1509.5	P	1571.5	P	1491.4	P	1011.8	P	828	P	584.2	P	435.6	P	535.1	P	490.2	P	442.4	P	1487	P	988.9	P	1178.2	P	1450.3	P	2002.2	P	1191.6	P	1487	P	608.5	P	1225	P	2289.2	P	1588.7	P	1852.4	P
YOR199W	YOR199W	22.7	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	100.6	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	23.1	A	20	A	46.6	A
YOR200W	YOR200W	52.9	P	26.1	A	40.4	A	206.9	P	42.5	P	118.9	P	117.8	P	58.7	P	22.3	A	78.6	P	43.3	P	45.2	P	55.3	P	47.2	P	55.7	P	58.7	P	22.3	A	168.7	P	55.3	A	57.2	A	44.5	A	74.3	P	20	A	38.3	P	26.2	A	20	A	47.2	A	28.9	P	26.5	P	32.4	A	55.2	P	21.1	P	33.9	P	257	A	44.7	A	20	A	176	A	83.4	A	20	A	257	A	42.5	A	254.6	A	629.6	P	146.6	A	336.9	A
YOR201C	PET56	284.5	P	98.4	P	292.7	P	371.5	P	265.6	P	386.6	P	264.1	P	276	P	167.2	P	325.3	P	228.3	P	200	P	353.5	P	204.3	P	278.7	P	276	P	167.2	P	300.7	P	383.2	P	235.3	P	257.9	P	219.9	P	177.5	P	250.9	P	314.3	P	246.6	P	183.4	A	250.9	P	119	P	104.2	P	162.6	P	129.4	P	147.1	P	530	P	170.1	P	292.3	P	308.5	P	511.2	A	117.5	A	530	P	153.3	A	337.6	P	975.6	P	573.8	P	842.8	P
YOR202W	HIS3	2769.2	P	1530	P	1810.3	P	2520.2	P	1368.1	P	1790.2	P	1946.1	P	469.4	P	501.7	P	467.1	P	535.3	P	362.8	P	545.8	P	339	P	398.7	P	469.4	P	501.7	P	1301.9	P	1469.6	P	823.3	P	712.4	P	918.8	P	1037.3	P	812.2	P	1224.5	P	635.9	P	454.1	P	490.6	P	355.4	P	255.4	P	296.1	P	176.9	P	292.3	P	561	P	321.1	P	310.7	P	255.3	P	644.6	P	139.5	A	561	P	374.9	P	583	P	924.1	P	480.7	P	651	P
YOR203W	YOR203W	1873	P	1347.6	P	1012.8	P	1208.4	P	807.6	P	654.2	P	918.2	P	590	P	270.3	P	632	P	384	P	281.4	P	484.7	P	395.1	P	491.6	P	590	P	270.3	P	1067.2	P	942.2	P	191.2	P	152.1	P	254.1	P	270.7	P	552.8	P	569.7	P	323.7	P	442.9	P	411.8	P	337.5	P	217.2	P	230.6	P	176.9	P	284.5	P	129	P	23.4	A	103.6	P	129.3	P	65.2	A	88.1	A	129	P	59.1	A	177.1	A	20	A	76.8	A	81.9	A
YOR204W	DED1	2446.9	P	1176.8	P	757.1	P	1227.2	P	1171.5	P	767.2	P	804.5	P	1085.5	P	914.1	P	1088.3	P	952.3	P	926.7	P	1286.1	P	1689	P	944.6	P	1085.5	P	914.1	P	636.3	P	740.7	P	715.4	P	480.5	P	471	P	604.7	P	722.9	P	1028	P	1109.9	P	775.6	P	868	P	983.9	P	820.5	P	493.7	P	439.6	P	754.1	P	2879	P	884.7	P	1602.4	P	1365.5	P	1284.7	P	1311.5	P	2879	P	482	P	691.9	P	1787.1	P	1208.1	P	1465.8	P
YOR205C	YOR205C	292	P	86.8	P	255.7	P	263.3	P	342.7	P	214.1	P	386	P	223.8	P	133.8	P	285.2	P	199.7	P	219.1	P	277.5	P	245.1	P	237.2	P	223.8	P	133.8	P	154	A	81	A	147	P	118.7	P	152.6	P	182	P	429.5	P	491.1	P	377.7	P	189	A	162.1	P	73.6	P	68.9	P	62.6	P	75	P	131.3	A	334	P	101.4	P	233.2	P	350.9	P	282.1	P	181.1	A	334	P	84	P	217.7	A	339.2	P	309.6	P	318.2	P
YOR206W	YOR206W	1256.2	P	448.7	P	286	P	742.9	P	1009.5	P	440.1	P	593.2	P	781.3	P	501.7	P	482.5	P	392.8	P	513.6	P	683.9	P	647.3	P	583.1	P	781.3	P	501.7	P	210.9	P	351.6	P	518.5	P	365.5	P	451.9	P	432.7	P	480.5	P	510.7	P	608.9	P	634.4	P	581.6	P	300.2	P	173.6	P	60.1	P	59.6	P	371.6	P	355	P	216.2	P	77.5	A	25	A	285.2	A	105.2	A	355	P	101.6	P	134.7	A	154.7	A	348	A	375.3	P
YOR207C	RET1	641.9	P	421.2	P	319.7	P	785.2	P	972.3	P	648.3	P	861.3	P	972.5	P	320.5	P	726.1	P	536.7	P	615.1	P	875.1	P	702.2	P	777.4	P	972.5	P	320.5	P	342.9	P	424.7	P	571.3	P	629	P	736.1	P	683.4	P	480.5	P	399.4	P	612.8	P	711.6	P	666	P	333.5	P	185.4	P	154.2	P	157	P	632.5	P	1701	P	1030.1	P	933.5	P	743.1	P	1221	P	959.2	P	1701	P	530	P	636.5	P	1983.9	P	1851.7	P	1995.5	P
YOR208W	PT12	163.6	P	98.4	P	383.6	P	484.3	P	480.8	P	368.7	P	491.6	P	181.5	P	20	A	365.3	P	288.6	P	253.3	P	282.1	P	196.6	P	244.4	P	181.5	P	20	A	432.7	P	290.4	P	411.3	P	393.3	P	459.9	P	456	P	102.1	P	216.1	P	142.6	P	223.5	P	136.5	P	100.1	P	93	P	232.6	P	327.4	P	170.1	P	311	P	102.1	A	761.7	P	881	A	1026.9	P	457.6	P	311	P	203.1	P	638.4	P	635	P	348	P	339	P
YOR209C	NPT1	858.4	P	583.3	P	366.8	P	747.6	P	762.4	P	684	P	897.9	P	1037.7	P	451.5	P	1281	P	1025	P	968.9	P	1121.5	P	715.6	P	884.6	P	1037.7	P	451.5	P	1465.1	P	1108.1	P	1056.5	P	1467.6	P	1773.4	P	1625.4	P	1394.7	P	1447.1	P	1029	P	780.7	P	590.5	P	529	P	390.8	P	365.1	P	298.6	P	354.1	P	1444	P	852.1	P	1296.4	P	1322.1	P	1586.6	P	677.8	P	1444	P	678.6	P	1180.8	P	2017.8	P	1451.3	P	1817.2	P
YOR210W	RPB10	704.9	P	537	P	249	P	1123.8	P	1028.1	P	993.2	P	837	P	2662.1	P	886.3	P	2148.9	P	1301	P	1485.5	P	2061	P	1574.1	P	1952.1	P	2662.1	P	886.3	P	1052.5	P	969.9	P	1175.2	P	1666.1	P	1829.6	P	1873.9	P	1386.2	P	949.4	P	971.2	P	1798.6	P	1671.6	P	1335.2	P	599.8	P	549.4	P	547.2	P	1156.6	P	3259	P	2274.2	P	2099.5	P	2347.6	P	2830.4	P	2314.8	P	3259	P	638.9	P	957.5	P	2228.1	P	2716.4	P	2210.1	P
YOR211C	MGM1	20	A	30.4	A	74	P	75.2	A	63.8	A	47.6	A	69.1	P	132.6	P	119.8	P	151.1	P	165.2	P	135.7	P	154.3	P	120	P	147.2	P	132.6	P	119.8	P	163.2	P	67.2	A	87.6	P	107.6	P	116.5	P	110.9	P	76.5	P	111.3	P	92.5	P	220.4	A	49.9	A	20	A	22.4	P	73.9	P	116.6	P	83.5	P	36	A	22	A	40.7	A	69.5	A	172.9	A	20	A	36	A	69.2	A	72	A	20	A	110.6	A	94.3	A
YOR212W	STE4	511	P	282.3	P	275.9	P	681.8	P	382.5	P	297.4	P	581	P	899.7	P	638.2	P	1031.3	P	737.9	P	642.2	P	785.3	P	552.8	P	578.8	P	899.7	P	638.2	P	651	P	497.8	P	498.9	P	482.4	P	547.3	P	515.9	P	829.2	P	1159	P	878.7	P	543.5	A	477.3	P	419.2	P	292.5	P	303.5	P	216.6	P	373.4	P	1196	P	568.6	P	572.2	P	523.6	P	866.1	P	582.4	P	1196	P	301	P	529.5	P	987.9	P	832.2	P	1274	P
YOR213C	SAS5	100.7	P	102.8	P	104.3	P	249.2	P	140.8	P	249.8	P	243.8	P	203.2	P	220.2	P	115.6	P	138.8	P	163.8	P	234.9	P	150	P	148.6	P	203.2	P	220.2	P	216.4	P	148.1	P	170.9	P	167	P	187.8	P	205.2	P	187.1	P	176.8	A	192.7	P	132.6	A	105.4	P	99.5	P	65.9	P	77.4	P	94.2	P	123.5	P	114	P	51.8	P	118.1	P	84.7	P	132	A	105.2	A	114	P	77.6	A	142.1	A	73.3	A	202.5	A	240.5	P
YOR214C	YOR214C	20	A	20	A	20	A	20	A	20	A	35.7	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	45.8	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A
YOR215C	YOR215C	523.6	P	246.1	P	861.4	P	789.9	P	459.6	P	571	P	593.2	P	444.4	P	306.6	P	926.5	P	723.2	P	697.5	P	847.4	P	526	P	673.1	P	444.4	P	306.6	P	1202.9	P	845.4	P	504	P	638.2	P	571.4	P	527	P	833.4	P	811.9	P	547.2	P	276.3	A	260.8	P	397.3	P	442	P	679.5	P	819.6	P	388.6	P	219	P	190	P	507.8	P	701.8	P	972.3	P	464.9	P	219	P	20	A	310	P	259.2	P	20	A	212.5	P
YOR216C	RUD3	203.9	P	55	P	90.9	P	239.8	P	138.1	P	243.8	P	199.1	P	188	P	133.8	P	175.7	P	125.6	P	129.7	P	190	P	137.2	P	158.6	P	188	P	133.8	P	132	P	146.2	P	102.8	P	135.4	P	154.6	P	185.3	P	246.6	P	229.2	P	107.9	P	177.8	A	206.5	P	94.3	P	88.3	P	65	P	54.5	P	61.1	A	223	P	117	P	162.6	P	194.5	P	291.2	P	212.9	A	223	P	20	A	304.4	P	111.3	A	250.2	A	288.2	P
YOR217W	RFC1	397.8	P	163.6	P	272.6	P	282.1	P	329.4	P	267.6	P	483.5	P	331.4	P	270.3	P	417.8	P	287.1	P	323.6	P	354.6	P	263	P	335.8	P	331.4	P	270.3	P	159.5	P	284.4	P	152.8	P	174.4	P	230	P	247.4	P	365.7	P	432.2	P	354.6	P	250.9	A	229.8	P	110.4	P	54.7	P	72.4	P	117.3	P	135.6	A	1245	P	597.6	A	683.5	P	947.3	P	1013.2	P	947	P	1245	P	275.1	P	891.1	P	1262	P	1179	P	1242.9	P
YOR218C	YOR218C	138.5	P	78.2	P	77.4	P	112.8	P	95.6	P	154.6	P	113.8	P	113	P	105.9	P	126.4	P	87.4	P	103.5	P	135.9	P	65.1	P	102.9	P	113	P	105.9	P	170.5	P	225.2	P	160.7	P	154	P	144.6	P	117.6	P	34	A	72	A	34.7	A	117.3	A	20	A	21.9	A	48.9	P	50.8	P	38.4	P	45.4	A	281	P	161.6	P	236.3	P	110.8	P	209.3	A	56.3	A	281	P	105.3	P	49.8	A	332.5	P	322.4	P	133.7	A
YOR219C	STE13	55.4	A	95.5	P	94.2	P	70.5	A	61.1	A	124.9	P	56.9	A	119.5	P	80.8	A	192.7	P	160.8	P	180.9	P	199.2	P	128.3	P	148.6	P	119.5	P	80.8	A	249.4	P	148.1	P	128.2	P	189.2	P	229	P	206.4	P	80.8	P	45.8	A	61.7	A	137.1	P	49.9	A	20	A	20	A	124.7	P	161.5	P	23.6	A	609	P	227.6	P	1263.4	P	687.6	P	888.8	P	743.9	P	609	P	223.4	P	850.5	P	512.9	P	465.5	P	594	P
YOR220W	YOR220W	276.9	P	296.7	P	558.6	P	347.9	P	255	P	202.2	P	507.9	P	238	P	189.5	A	562.7	P	378.1	P	324.6	P	316.6	P	373.4	P	290.1	P	238	P	189.5	A	1831.9	P	780.2	P	786.4	P	1027.8	P	1397.8	P	1393.5	P	459.2	P	399.4	P	273.6	P	238.2	P	249.7	P	742.3	P	910	P	1095.4	P	866.3	P	256	P	658	P	713.2	P	4844.9	P	5014.5	P	2756	P	981.2	P	658	P	2261.2	P	4868.8	P	2511.7	P	545.9	A	845.9	P
YOR221C	YOR221C	88.1	P	128.8	P	356.7	P	268	P	191.3	P	190.3	P	251.9	P	213	P	133.8	A	181.9	P	138	P	116.6	P	137	P	153.2	P	135.8	P	213	P	133.8	A	249.4	P	219.3	P	205.6	P	254.2	P	210.9	P	230.8	P	127.6	P	117.9	P	123.3	P	264.1	A	189.8	P	178.3	P	175.4	P	351.8	P	324.9	P	121.7	P	224	P	102.1	P	396.6	P	346.5	P	494.5	P	56.3	A	224	P	45.2	A	702.9	P	343.3	P	115.2	A	331.7	P
YOR222W	YOR222W	463.2	P	322.8	P	269.2	P	286.8	A	146.1	A	309.3	P	568.8	P	317.3	P	401.3	P	311.4	P	482.4	P	337.7	P	487.1	P	464.1	P	314.4	P	317.3	P	401.3	P	320.9	P	128.4	A	204.9	A	103.9	A	171.7	A	380.5	P	565.5	P	569.7	P	682.1	P	350.5	A	324.1	P	78.8	A	20	A	92.1	P	160.2	P	61.7	A	122	P	272.2	P	391.2	P	352	P	204.8	P	259.4	P	122	P	304.7	P	332.1	A	360.9	P	88.5	A	289.2	P
YOR223W	YOR223W	20	A	20	A	171.6	A	206.9	P	20	A	23.8	A	48.8	A	65.2	A	50.2	A	197.3	P	266.5	P	122.6	P	105.9	P	39.6	P	87.2	P	65.2	A	50.2	A	176	P	110.6	P	97.8	P	57.5	A	85.4	P	62.1	P	131.8	P	104.8	A	57.8	A	65.5	A	20	A	167.9	P	197.8	P	368.6	P	214.7	P	79.3	A	337	P	942.9	P	1537.2	P	2121.6	P	671.9	P	866.2	P	337	P	2241.8	P	2588.5	P	890.2	P	400.4	A	812.7	P
YOR224C	RPB8	1382.1	P	855.5	P	797.5	P	2266.3	P	1859.5	P	2260	P	2250.8	P	1938.5	P	2474.8	P	1290.3	P	1190.9	P	1077.4	P	1782.4	P	1507.7	P	1373.3	P	1938.5	P	2474.8	P	1228.6	P	1147.6	P	1472.8	P	1911	P	1948.1	P	1881.6	P	2734.2	P	2488.2	P	2038.7	P	1713.8	P	1449.6	P	618.7	P	397.9	P	275.4	P	256.3	P	984.7	P	3667	P	1801.4	P	993.4	P	1728.4	P	1706.4	P	1460.8	P	3667	P	1357.3	P	1199.2	P	3224.1	P	4514.6	P	3854.1	P
YOR225W	YOR225W	113.3	A	66.6	A	20	A	20	A	95.6	A	20	A	48.8	A	248.8	P	203.5	A	169.6	P	160.1	P	160.8	P	203.8	P	162.8	P	212.9	P	248.8	P	203.5	A	438.3	P	333.8	P	283.1	A	304.3	P	182.8	P	318.4	P	106.3	A	117.9	A	54	A	213.8	A	128.8	A	360	P	482.6	P	437.1	P	334.5	P	256.6	A	320	A	154.5	A	134.2	A	435.6	A	28.8	A	20	A	320	A	386.9	A	121.8	A	886.1	P	732.1	P	346.2	A
YOR226C	ISU2	234.1	P	162.1	P	215.4	P	239.8	P	193.9	P	214.1	P	235.6	P	1016	P	788.7	P	849.4	P	683.6	P	762.8	P	923.4	P	630	P	898.9	P	1016	P	788.7	P	1025	P	809.9	P	553.2	P	515.8	P	578.4	P	879.8	P	999.3	P	654.8	P	447	P	663.4	P	842.5	P	3601.3	P	3757.6	P	3134.3	P	3122.5	P	667	P	1372	P	691.9	P	591.4	P	2036.9	P	1758	P	854	P	1372	P	692.5	P	1715.8	P	3583.7	P	2775.8	P	2307.5	P
YOR227W	YOR227W	176.2	P	150.5	P	319.7	P	277.4	P	244.4	P	142.7	P	264.1	P	110.8	P	128.2	P	249.7	P	223.2	P	160.8	P	191.1	P	153.8	P	200.1	P	110.8	P	128.2	P	364.9	P	110.6	A	85.4	P	161.4	P	161.7	P	208.6	P	195.6	P	189.9	P	134.9	P	90.9	A	101	P	61.5	P	136	P	315.4	P	708.7	P	152.5	P	244	P	225.4	P	547.7	P	1189.5	P	776.6	P	401.3	P	244	P	348.1	P	1241.7	P	1211.8	P	350.3	P	720.4	P
YOR228C	YOR228C	322.2	P	141.9	P	323	P	282.1	P	186	P	267.6	P	264.1	P	340.1	P	239.7	P	501	P	383.3	P	352.8	P	374.2	P	295.5	P	410.1	P	340.1	P	239.7	P	394.2	P	434.6	P	456.9	P	389.6	P	322.3	P	309.5	P	161.6	P	333.9	P	181.1	P	303.7	A	276.4	P	322.6	P	417.3	P	371	P	356.9	P	292.3	P	380	P	169.4	P	282.3	P	386.7	P	376.2	P	193.3	A	380	P	494	P	1005.5	P	795.2	P	357.3	A	521.4	P
YOR229W	WTM2	153.6	P	79.6	P	201.9	P	385.6	P	340	P	214.1	P	345.3	P	617.2	P	501.7	P	536.5	P	428.1	P	411.1	P	578	P	423.9	P	631.7	P	617.2	P	501.7	P	522.6	P	363.4	P	378	P	350.7	P	397.7	P	289.6	P	340.2	P	281.6	P	138.7	P	404.8	A	343	P	178.3	P	96.5	P	84.3	P	137.8	P	219.7	P	946	P	684.1	P	856.1	P	1159.1	P	869.1	P	665.6	P	946	P	596.5	P	950.1	P	1736.9	P	1194.1	P	1269.9	P
YOR230W	WTM1	1641.4	P	1269.5	P	3469.2	P	4372.8	P	2247.4	P	2158.9	P	3193.4	P	2828.4	P	2360.6	P	4065.1	P	2877.4	P	2710.6	P	2812.9	P	1839.7	P	2649.5	P	2828.4	P	2360.6	P	4679.6	P	3624.6	P	3466.3	P	3083.5	P	3828	P	4468.9	P	2683.2	P	2324.5	P	1830.6	P	2624.5	P	2559.6	P	2206.9	P	1902.9	P	1741.8	P	1482.8	P	1695.3	P	6857	P	4035.9	P	4286.4	P	5965	P	5375.6	P	4260.1	P	6857	P	6038.4	P	7676.8	P	9365.6	P	8755.7	P	7191	P
YOR231W	MKK1	186.3	P	128.8	P	168.2	P	272.7	P	316.1	P	273.6	P	235.6	P	328.2	P	100.3	A	356.1	P	262.9	P	244.2	P	325.9	P	228.5	P	271.5	P	328.2	P	100.3	A	218.2	P	150.1	P	162.2	P	191.1	P	228	P	236.3	P	208.4	P	170.2	P	138.7	P	208.3	P	219.8	P	103.5	P	93	P	148.8	P	227.5	P	177.3	P	273	P	195	P	454.9	P	605.1	P	580.9	P	266.7	P	273	P	301	P	714	P	974.3	P	483	P	608.5	P
YOR232W	MGE1	508.5	P	306.9	P	326.4	P	785.2	P	664.1	P	517.4	P	589.1	P	1060.5	P	479.4	P	1291.8	P	911.9	P	859.3	P	1144.5	P	721.3	P	831.7	P	1060.5	P	479.4	P	869.2	P	863.2	P	640.8	P	558.5	P	679.8	P	632.4	P	867.5	P	811.9	P	847.8	P	760.4	P	734.8	P	488.2	P	352.6	P	338.5	P	473.5	P	365.6	P	292	P	146	P	508.6	P	295.5	P	374.7	P	205.5	P	292	P	130.2	P	210.3	A	542.8	P	456.2	P	363.9	P
YOR233W	KIN4	208.9	P	191.1	P	275.9	P	366.7	P	403.8	P	440.1	P	524.1	P	261.9	P	264.8	P	254.4	P	193.1	P	219.1	P	313.2	P	241.3	P	231.5	P	261.9	P	264.8	P	82.5	A	86.9	A	57.2	P	102	P	163.7	P	156.4	P	314.7	P	275	P	200.4	P	269.2	A	196.5	P	51.8	P	28.8	P	53.7	P	74.3	P	97.4	P	1018	P	289.2	P	392	P	555.1	P	450.5	P	526.1	P	1018	P	305.6	P	363.5	P	1061.1	P	1386.2	P	1176.6	P
YOR234C	RPL33B	11112	P	10925.7	P	8021.8	P	23439	P	13494.8	P	19091.2	P	14858	P	18757.8	P	23530.6	P	17757.1	P	12040.6	P	11689.7	P	16537.9	P	11570.4	P	14650.9	P	18757.8	P	23530.6	P	11449.5	P	11016.1	P	6760.2	P	8816.5	P	12356.5	P	12070.9	P	22664.5	P	20036.7	P	14452	P	10557.4	P	13363	P	8013.4	P	4724	P	1712.3	P	1304.6	P	8288.8	P	7379	P	6999.9	P	5579.7	P	5469.7	P	14617.5	P	8057.6	P	7379	P	2748.7	P	2833.8	P	13785.2	P	10031.3	P	10296.7	P
YOR235W	snr17a	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	79.7	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	21.3	A	20	A	20.6	A	44	A	20	A	20	A	36.9	A	79.3	A	20	A	20	A	20	A
