# From http://www.ebi.ac.uk/huber-srv/actinomycinD/ , Supplementary Table 1, Antisense artifacts in transcriptome microarray experiments are resolved by actinomycin D, Fabiana Perocchi+, Zhenyu Xu+, Sandra Clauder-Münster and Lars M. Steinmetz*. Nucleic Acids Research, 26 September 2007
orf	annotation	chr	start	end	strand	actd.level	no.actd.level	sense.fold.diff	sense.overlap	asense.actd.level	asense.no.actd.level	asense.fold.diff	asense.overlap
YPL042C	Verified	16	473037	474704	-	1.989150101	1.788004236	0.201145865	3	-1.504356501	-0.949701111	-0.55465539	4
YPL043W	Verified	16	469936	471993	+	2.492063578	1.924455931	0.567607647	3	-1.397804571	-0.924951224	-0.472853347	4
YPL045W	Verified	16	467257	469653	+	1.569058377	1.328553914	0.240504463	3	-1.379801748	-1.335634724	-0.044167024	4
YPL046C	Verified	16	466641	466940	-	2.424492322	2.282671245	0.141821078	3	-0.802698792	-0.728401681	-0.074297111	4
YPL047W	Verified	16	465959	466258	+	3.7586536	3.492131796	0.266521804	3	-1.318676378	-0.807578066	-0.511098312	4
YPL048W	Verified	16	464398	465645	+	4.025909777	4.07197695	-0.046067173	3	-1.206838371	0.308222801	-1.515061173	2
YPL049C	Verified	16	462478	463836	-	3.340168902	2.998778132	0.34139077	3	-1.152809683	0.466647068	-1.619456751	2
YPL050C	Verified	16	460776	461963	-	4.361387852	4.146438816	0.214949036	3	-1.437308606	0.650386088	-2.087694694	2
YPL051W	Verified	16	459960	460556	+	1.596745152	1.360479956	0.236265196	3	-1.527319507	-1.607463736	0.08014423	4
YPL052W	Verified	16	459070	459675	+	1.31022794	1.027175696	0.283052244	3	-0.918298042	-0.557299629	-0.360998413	4
YPL053C	Verified	16	457115	458455	-	3.468514985	3.306767839	0.161747146	3	-1.546852942	-0.780506972	-0.76634597	4
YPL054W	Verified	16	455756	456661	+	-1.143122289	-1.141412669	-0.001709621	4	-0.062936589	-0.240361605	0.177425017	4
YPL055C	Verified	16	453989	454987	-	2.505300058	2.056160828	0.44913923	3	-0.599019706	0.027046408	-0.626066114	2
YPL056C	Uncharacterized	16	453427	453732	-	1.05951079	0.729205271	0.330305518	3	1.201020587	1.035536985	0.165483602	3
YPL057C	Verified	16	451906	453054	-	3.43440417	3.306614893	0.127789277	3	-1.364546306	-0.737881101	-0.626665206	4
YPL058C	Verified	16	445839	450374	-	3.925020219	3.414200647	0.510819572	3	-1.508901717	-0.603918084	-0.904983633	4
YPL059W	Verified	16	444576	445028	+	3.926958662	3.894320526	0.032638136	3	-1.377964715	-0.962633821	-0.415330894	4
YPL060W	Verified	16	434520	435761	+	0.323107384	0.14238329	0.180724094	3	-1.557095427	-1.606148154	0.049052727	4
YPL061W	Verified	16	432585	434087	+	4.629071226	4.558406038	0.070665188	3	-1.322440031	0.803207192	-2.125647223	2
YPL063W	Verified	16	429936	431366	+	3.769021336	3.475905754	0.293115582	3	-1.386410114	-0.22772212	-1.158687994	4
YPL064C	Verified	16	428708	429613	-	2.567079402	2.275085269	0.291994133	3	-1.38637269	-1.213772998	-0.172599692	4
YPL065W	Verified	16	427924	428652	+	1.773936146	1.566072697	0.207863449	3	-1.564034766	-1.306624885	-0.257409881	4
YPL066W	Uncharacterized	16	426230	427669	+	2.982295443	3.023156514	-0.040861071	3	-1.302610656	-0.101095615	-1.201515041	4
YPL067C	Uncharacterized	16	425248	425844	-	2.480332773	2.318247793	0.16208498	3	-0.868626984	-0.609540394	-0.25908659	4
YPL068C	Uncharacterized	16	424212	425093	-	1.327105455	1.015286271	0.311819183	3	-1.412314798	-1.166930205	-0.245384592	4
YPL069C	Verified	16	422882	423889	-	2.563258108	2.38373725	0.179520857	3	-1.513127556	-1.168563648	-0.344563908	4
YPL070W	Uncharacterized	16	420945	422783	+	1.501739442	1.326901978	0.174837464	3	-1.530131531	-1.390796636	-0.139334895	4
YPL071C	Uncharacterized	16	420045	420515	-	1.895753527	1.877408191	0.018345336	3	-1.479438781	-0.495052912	-0.984385869	4
YPL072W	Verified	16	418509	420008	+	1.933453782	1.91130942	0.022144362	3	-1.631764333	-0.999229037	-0.632535296	4
YPL074W	Verified	16	415760	418024	+	2.127495519	1.811778485	0.315717034	3	-1.487397785	-1.118358366	-0.369039419	4
YPL075W	Verified	16	412251	415359	+	2.922844088	2.694555383	0.228288705	3	-1.488326915	-0.817832993	-0.670493922	4
YPL076W	Verified	16	410440	411282	+	2.199324835	2.103804738	0.095520097	3	-1.160590428	-1.215644267	0.05505384	4
YPL077C	Uncharacterized	16	409365	410087	-	1.421064124	1.095515323	0.325548802	3	-1.499489407	-1.397207324	-0.102282084	4
YPL078C	Verified	16	408007	408741	-	4.150871617	4.015798695	0.135072922	3	-1.495870561	-0.74643136	-0.749439201	4
YPL079W	Verified	16	406633	407536	+	1.753969489	0.964658547	0.789310942	3	-1.460417437	-1.572723553	0.112306116	4
YPL081W	Verified	16	404947	406041	+	4.055265101	3.828325096	0.226940004	3	-1.397641248	-0.872254264	-0.525386984	4
YPL082C	Verified	16	398477	404080	-	2.17803145	1.660326899	0.51770455	3	-1.594398548	-1.442366596	-0.152031952	4
YPL083C	Verified	16	396699	398102	-	1.851233894	1.625166972	0.226066922	3	-1.553655014	-1.498037623	-0.055617391	4
YPL084W	Verified	16	394035	396569	+	2.306238148	1.974699188	0.33153896	3	-1.049906653	-1.022401819	-0.027504834	4
YPL085W	Verified	16	387064	393651	+	1.670252951	1.237842139	0.432410812	3	-1.502788196	-1.160816529	-0.341971667	4
YPL086C	Verified	16	384770	386443	-	2.630162727	2.234343603	0.395819125	3	-1.616009468	-1.15790034	-0.458109127	4
YPL087W	Verified	16	383452	384405	+	2.929981564	3.111421673	-0.181440109	3	-1.531765178	-1.104683315	-0.427081863	4
YPL088W	Uncharacterized	16	381962	382990	+	1.107604557	0.578280231	0.529324327	3	-1.54209753	-1.652152013	0.110054483	4
YPL089C	Verified	16	379117	381147	-	2.512280594	2.233021864	0.27925873	3	0.288037513	0.614758678	-0.326721165	3
YPL090C	Verified	16	377288	378392	-	1.356314805	0.617276555	0.73903825	3	-1.651575758	-1.605007995	-0.046567763	4
YPL091W	Verified	16	375499	376950	+	3.409236395	3.36930347	0.039932924	3	-1.164792299	-0.377140514	-0.787651785	4
YPL092W	Verified	16	373790	375166	+	2.531125383	2.670807942	-0.139682559	3	-1.38131447	-1.016686113	-0.364628357	4
YPL093W	Verified	16	370975	372918	+	3.607811897	3.131413682	0.476398215	3	-1.366342822	-0.532235768	-0.834107054	4
YPL094C	Verified	16	369836	370660	-	4.564378089	4.422647186	0.141730903	3	-1.357811537	0.44020071	-1.798012248	2
YPL095C	Uncharacterized	16	368068	369438	-	3.34700843	3.178268069	0.168740361	3	-0.303716998	-0.022773635	-0.280943362	4
YPL096C-A	Verified	16	366526	366732	-	2.846522151	2.957440201	-0.11091805	3	-1.793525364	-1.806321803	0.012796439	4
YPL096W	Verified	16	366924	368015	+	1.894517637	1.605803257	0.28871438	3	-1.443977932	-1.397231841	-0.046746091	4
YPL097W	Verified	16	364949	366427	+	1.997457305	1.818868692	0.178588613	3	-1.407590186	-1.208480178	-0.199110009	4
YPL098C	Uncharacterized	16	364383	364724	-	2.640892663	2.731292804	-0.090400141	3	-1.399810913	-1.289499348	-0.110311565	4
YPL099C	Uncharacterized	16	363517	364065	-	2.59941413	2.503045731	0.096368399	3	-0.138051078	-0.169639935	0.031588856	4
YPL100W	Verified	16	361869	363359	+	1.434150897	1.23368071	0.200470187	3	-1.478167888	-1.383567322	-0.094600567	4
YPL101W	Verified	16	360206	361576	+	2.963795673	2.71976448	0.244031193	3	-1.302312869	-0.429283671	-0.873029198	4
YPL103C	Uncharacterized	16	357997	359403	-	2.025995061	1.811676052	0.214319009	3	-1.454497341	-1.014135778	-0.440361563	4
YPL104W	Verified	16	355697	357673	+	1.609244414	1.556066881	0.053177534	3	-1.515632313	-1.385206284	-0.130426029	4
YPL105C	Uncharacterized	16	352860	355409	-	2.989947653	2.632954706	0.356992946	3	-1.405505395	-0.673301036	-0.732204359	4
YPL106C	Verified	16	350191	352272	-	4.821754171	4.629374296	0.192379875	3	-1.375453926	0.189546596	-1.565000522	2
YPL107W	Uncharacterized	16	349116	349862	+	1.220678335	1.022132698	0.198545637	3	-1.573249663	-1.137947291	-0.435302372	4
YPL108W	Uncharacterized	16	348443	348949	+	1.727986749	1.32755131	0.400435439	3	-1.144656536	-1.289892679	0.145236143	4
YPL109C	Uncharacterized	16	345263	347388	-	0.344445231	0.321633081	0.02281215	3	-0.917934516	-1.275745424	0.357810908	4
YPL110C	Uncharacterized	16	341067	344738	-	1.695917253	1.189963617	0.505953636	3	-1.509205086	-1.431472511	-0.077732574	4
YPL111W	Verified	16	339943	340944	+	3.318861357	3.183014215	0.135847142	3	-0.928330881	-0.025718525	-0.902612356	4
YPL112C	Verified	16	337435	338619	-	2.285603817	2.305913773	-0.020309956	3	-1.547531553	-1.106576746	-0.440954808	4
YPL113C	Uncharacterized	16	335952	337142	-	0.017948058	-0.018175592	0.03612365	1	1.275298071	0.845796879	0.429501192	3
YPL115C	Verified	16	332099	335485	-	2.090753643	1.844496269	0.246257373	3	-1.578652565	-1.097098231	-0.481554334	4
YPL116W	Verified	16	329605	331698	+	2.233184516	2.012289192	0.220895324	3	-1.506132732	-1.127957138	-0.378175595	4
YPL117C	Verified	16	327863	328729	-	3.819408047	3.783512983	0.035895064	3	-1.491184955	-0.535009168	-0.956175787	4
YPL118W	Verified	16	326627	327661	+	3.085091225	3.193875431	-0.108784206	3	-1.481974598	-0.75081403	-0.731160569	4
YPL119C	Verified	16	324410	326263	-	0.561359648	0.429077839	0.132281809	3	-1.097867524	-1.171377593	0.073510069	4
YPL119C-A	Uncharacterized	16	324023	324286	-	0.120040826	0.317946308	-0.197905482	3	-1.096311817	-1.310508087	0.214196269	4
YPL120W	Verified	16	322070	323743	+	1.16276624	0.93213007	0.23063617	3	-1.621863324	-1.629601306	0.007737982	4
YPL121C	Verified	16	320961	321629	-	-1.576325334	-1.767106952	0.190781618	4	-1.400219891	-1.657527585	0.257307694	4
YPL122C	Verified	16	319225	320766	-	1.962243939	1.722681752	0.239562186	3	-1.475886054	-1.312226738	-0.163659316	4
YPL123C	Verified	16	317640	318944	-	1.447450875	1.681606072	-0.234155197	3	-1.541893605	-1.35655793	-0.185335674	4
YPL124W	Verified	16	316754	317515	+	1.216938931	1.0291803	0.187758632	3	-1.541342434	-1.512129605	-0.029212828	4
YPL125W	Verified	16	313387	316485	+	2.158608599	2.067998685	0.090609914	3	-1.641637858	-1.492182371	-0.149455487	4
YPL126W	Verified	16	310209	312899	+	3.471047207	3.092832622	0.378214585	3	-1.552297544	-0.773699917	-0.778597627	4
YPL127C	Verified	16	308827	309603	-	4.031114907	4.018613739	0.012501168	3	-1.173555552	0.703957511	-1.877513063	2
YPL128C	Verified	16	306532	308220	-	2.796739456	2.609167091	0.187572366	3	-1.469430919	-1.061796477	-0.407634442	4
YPL129W	Verified	16	305297	306136	+	3.90234251	3.710080665	0.192261845	3	-1.341030775	-0.112446307	-1.228584468	4
YPL130W	Verified	16	304386	305057	+	-1.458164143	-1.785685226	0.327521083	4	-1.724116422	-1.945828399	0.221711977	4
YPL131W	Verified	16	303120	304013	+	5.538372488	5.399969235	0.138403253	3	-0.138576464	3.217533535	-3.35611	2
YPL132W	Verified	16	301715	302617	+	2.788827788	2.721314029	0.067513759	3	-1.294669958	-0.7040881	-0.590581858	4
YPL133C	Verified	16	299887	301227	-	1.948309054	1.675299648	0.273009406	3	-1.433779141	-0.88560512	-0.548174021	4
YPL134C	Verified	16	298570	299502	-	2.71933016	2.57110117	0.148228991	3	-1.48087247	-1.078678744	-0.402193726	4
YPL135W	Verified	16	297552	298049	+	4.322220821	4.218394791	0.103826029	3	-1.328136565	-0.156097264	-1.172039301	4
YPL137C	Uncharacterized	16	292816	296646	-	2.313746563	2.138270969	0.175475594	3	-1.539637603	-1.129147041	-0.410490562	4
YPL138C	Verified	16	291365	292426	-	1.554025803	1.136040535	0.417985268	3	-1.533804942	-1.377817591	-0.155987351	4
YPL139C	Verified	16	289668	291050	-	2.199128124	2.003008739	0.196119384	3	-1.412875305	-1.201911481	-0.210963825	4
YPL140C	Verified	16	287513	289033	-	2.35051764	2.127377861	0.223139779	3	-1.410928656	-0.797013006	-0.613915651	4
YPL141C	Uncharacterized	16	283463	286060	-	1.601191974	1.347616093	0.253575881	3	-0.887169516	-0.596014168	-0.291155348	4
YPL143W	Verified	16	282121	282969	+	2.329549779	1.518972099	0.810577679	3	-1.531771699	-1.412107633	-0.119664066	4
YPL144W	Uncharacterized	16	280479	280925	+	2.681657511	2.957742922	-0.276085411	3	-1.439762712	-1.309140875	-0.130621838	4
YPL145C	Verified	16	278394	279698	-	4.690169815	4.733277671	-0.043107856	3	-1.276978302	0.758052995	-2.035031297	2
YPL146C	Verified	16	276161	277528	-	1.622245408	1.004653118	0.61759229	3	-1.565763969	-1.579114541	0.013350572	4
YPL147W	Verified	16	273254	275866	+	-0.072175644	-0.246320033	0.174144389	4	-1.499897111	-1.687204129	0.187307018	4
YPL148C	Verified	16	272293	272814	-	1.324722371	1.248108077	0.076614294	3	-0.96625124	-1.161410233	0.195158993	4
YPL149W	Verified	16	271309	272193	+	2.42302077	2.117808467	0.305212302	3	-1.478063414	-1.554219137	0.076155723	4
YPL150W	Uncharacterized	16	268187	270892	+	2.051795146	1.751908714	0.299886432	3	-1.608054261	-1.424572625	-0.183481636	4
YPL151C	Verified	16	266179	267534	-	2.100799744	1.875073611	0.225726133	3	-1.296137565	-0.948046742	-0.348090823	4
YPL152W	Verified	16	265027	266103	+	0.656539857	0.651635184	0.004904673	3	-1.187703938	-1.460354866	0.272650927	4
YPL152W-A	Uncharacterized	16	264601	264699	+	-0.463861085	-0.906373786	0.442512701	4	-1.333373278	-1.76130209	0.427928812	4
YPL153C	Verified	16	261726	264191	-	1.151151334	0.752730557	0.398420778	3	-1.61251514	-1.443937882	-0.168577258	4
YPL154C	Verified	16	259713	260930	-	4.547948572	4.857525906	-0.309577333	3	-1.172038639	0.676642622	-1.848681261	2
YPL155C	Verified	16	257215	259335	-	2.08181487	1.568033404	0.513781466	3	-1.501235807	-0.985247565	-0.515988243	4
YPL156C	Verified	16	255912	256766	-	0.763598832	0.707366095	0.056232737	3	0.491482854	0.500454097	-0.008971243	3
YPL157W	Verified	16	254813	255760	+	2.746309601	2.366811717	0.379497884	3	-1.223224541	-0.600215205	-0.623009335	4
YPL158C	Uncharacterized	16	252033	254309	-	2.240133843	1.939782166	0.300351677	3	-1.334746058	-0.90978942	-0.424956639	4
YPL159C	Uncharacterized	16	250906	251667	-	2.189232801	1.973729594	0.215503206	3	-1.432280195	-0.851571319	-0.580708876	4
YPL160W	Verified	16	246989	250261	+	4.228099061	3.904162294	0.323936767	3	-1.535639272	-0.571504912	-0.96413436	4
YPL161C	Verified	16	244318	246219	-	1.947087852	1.585770545	0.361317307	3	-1.44088814	-1.368497696	-0.072390444	4
YPL162C	Uncharacterized	16	243205	244026	-	2.635007481	2.37685404	0.258153441	3	1.440213065	1.345269698	0.094943367	3
YPL163C	Verified	16	241917	242699	-	4.344340219	4.558300876	-0.213960657	3	-1.347830478	0.137415749	-1.485246227	2
YPL164C	Verified	16	239349	241496	-	0.87135613	0.787018291	0.084337839	3	-1.514337498	-1.430478722	-0.083858776	4
YPL165C	Verified	16	237955	239076	-	-1.107090349	-1.062672575	-0.044417774	4	1.597158614	1.481007196	0.116151418	3
YPL166W	Uncharacterized	16	237337	237978	+	1.586292938	1.667147706	-0.080854768	3	-1.505119813	-1.390796445	-0.114323368	4
YPL167C	Verified	16	232592	237106	-	0.505983375	0.119353186	0.386630189	3	-1.627076937	-1.762485325	0.135408388	4
YPL168W	Uncharacterized	16	231216	232508	+	1.427729053	1.174659356	0.253069696	3	-1.402228846	-1.070236558	-0.331992288	4
YPL169C	Verified	16	229038	230837	-	3.533892221	3.377092049	0.156800172	3	-1.472099152	-0.079676804	-1.392422348	4
YPL170W	Verified	16	228313	228771	+	3.776011478	3.842041343	-0.066029866	3	-1.340970313	-0.38490721	-0.956063104	4
YPL171C	Verified	16	226168	227370	-	-0.67416087	-0.623461117	-0.050699753	4	-1.364104593	-1.518451092	0.154346499	4
YPL172C	Verified	16	224352	225740	-	2.925872531	2.857557525	0.068315007	3	-1.472440835	-0.830964728	-0.641476107	4
YPL173W	Verified	16	223142	224035	+	2.26860725	2.082532943	0.186074306	3	-1.308969351	-0.85639503	-0.45257432	4
YPL174C	Verified	16	220166	222772	-	0.695850255	0.265263067	0.430587187	3	-1.63029666	-1.701805926	0.071509266	4
YPL175W	Verified	16	218629	220087	+	1.215619176	1.102922135	0.112697041	3	-1.05690904	-1.353690036	0.296780996	4
YPL176C	Uncharacterized	16	216011	218362	-	2.785656004	2.564561504	0.2210945	3	-1.462105061	-0.818495286	-0.643609774	4
YPL177C	Verified	16	213041	213961	-	3.126419293	3.281041506	-0.154622214	3	-1.346907495	-0.147169765	-1.19973773	4
YPL178W	Verified	16	212157	212783	+	3.643417413	3.436738504	0.206678909	3	-1.275602477	-0.597488288	-0.678114189	4
YPL179W	Verified	16	208156	209805	+	3.782737803	3.695158411	0.087579391	3	-1.416963009	0.336226784	-1.753189793	2
YPL180W	Verified	16	205247	207646	+	1.237911472	0.999580951	0.238330521	3	-1.465969793	-1.409420859	-0.056548934	4
YPL181W	Verified	16	203420	204940	+	3.08245079	2.652750816	0.429699975	3	-1.063703201	-0.082130754	-0.981572447	4
YPL183C	Uncharacterized	16	199494	202535	-	2.406669296	2.003463676	0.40320562	3	-1.568355979	-1.335264825	-0.233091153	4
YPL183W-A	Uncharacterized	16	199094	199375	+	3.102095764	3.246453024	-0.144357259	3	-1.345266215	-0.650326977	-0.694939238	4
YPL184C	Uncharacterized	16	195949	197787	-	2.485439349	2.067559346	0.417880003	3	-1.513717174	-0.945340906	-0.568376268	4
YPL186C	Verified	16	194511	195425	-	0.750260067	1.08515057	-0.334890503	3	-1.157448581	-1.055165022	-0.102283559	4
YPL187W	Verified	16	193647	194144	+	-0.417574717	-0.232408952	-0.185165765	4	-1.27767668	-1.560345929	0.282669249	4
YPL188W	Verified	16	191405	192649	+	2.914403442	2.752547364	0.161856079	3	-1.45701545	-0.972023133	-0.484992317	4
YPL189C-A	Uncharacterized	16	188306	188512	-	4.139468498	4.288469826	-0.149001328	3	-0.560682525	-0.460316181	-0.100366344	4
YPL189W	Verified	16	189153	190982	+	-0.269406298	-0.60550898	0.336102682	4	-1.531536287	-1.738772234	0.207235947	4
YPL190C	Verified	16	185316	187724	-	3.297809473	3.004193347	0.293616126	3	-1.298802104	-0.367438142	-0.931363962	4
YPL191C	Uncharacterized	16	183596	184678	-	1.337777622	1.1574056	0.180372022	3	-1.509397789	-1.600454536	0.091056747	4
YPL192C	Verified	16	182654	183055	-	-1.225474212	-1.193353298	-0.032120914	4	0.595559267	-0.050995109	0.646554376	1
YPL193W	Verified	16	181402	182547	+	2.183080744	1.575956231	0.607124514	3	-1.562659242	-1.305787779	-0.256871464	4
YPL194W	Verified	16	179276	181114	+	0.843362113	0.362781901	0.480580212	3	-1.538826219	-1.59643032	0.057604101	4
YPL195W	Verified	16	176222	179020	+	2.756722907	2.599107248	0.157615659	3	-1.551727557	-0.978904767	-0.57282279	4
YPL196W	Verified	16	175042	175863	+	2.479491973	2.428529343	0.05096263	3	-0.745361981	-0.454058354	-0.291303627	4
YPL198W	Verified	16	173151	174701	+	1.290346491	1.162039698	0.128306793	3	-1.600541337	-1.656730335	0.056188998	4
YPL199C	Uncharacterized	16	172032	172754	-	2.706587916	2.555633687	0.150954229	3	-1.542089695	-1.274854026	-0.267235668	4
YPL200W	Verified	16	171483	171953	+	-1.528296173	-1.913368002	0.385071829	4	-1.079013287	-1.470574126	0.391560839	4
YPL201C	Uncharacterized	16	169769	171154	-	-1.001253097	-1.42218976	0.420936663	4	-1.496069782	-1.653878853	0.157809072	4
YPL202C	Verified	16	168087	169337	-	2.83802991	2.602429034	0.235600876	3	-1.373523621	-0.765106988	-0.608416634	4
YPL203W	Verified	16	166255	167397	+	2.49641212	2.521496541	-0.025084421	3	-1.482605242	-0.867635515	-0.614969727	4
YPL204W	Verified	16	164275	165759	+	3.848828684	3.416623711	0.432204973	3	-0.934663941	0.308885801	-1.243549742	2
YPL206C	Uncharacterized	16	162631	163596	-	3.169574163	3.042783676	0.126790487	3	-1.006617388	-0.579885732	-0.426731656	4
YPL207W	Uncharacterized	16	159908	162340	+	3.948236682	3.527822381	0.420414301	3	-1.259574513	0.052172336	-1.311746849	2
YPL208W	Uncharacterized	16	157841	159592	+	2.353343706	2.226476162	0.126867545	3	-1.528386245	-1.16244021	-0.365946035	4
YPL209C	Verified	16	156489	157592	-	0.312797838	0.17734046	0.135457379	3	-1.562069914	-1.715631407	0.153561494	4
YPL210C	Verified	16	154289	156211	-	3.40385539	3.26291427	0.140941119	3	-1.517179718	-0.733036045	-0.784143673	4
YPL211W	Verified	16	153494	154039	+	3.979714445	3.555556971	0.424157473	3	-1.421676991	-1.479923055	0.058246064	4
YPL212C	Verified	16	151514	153148	-	3.121603524	2.821033357	0.300570166	3	-1.447132279	-0.50237474	-0.94475754	4
YPL213W	Verified	16	150613	151329	+	1.58132799	1.250549664	0.330778326	3	-1.494772446	-1.540129601	0.045357155	4
YPL214C	Verified	16	148568	150190	-	2.388925755	2.337570792	0.051354963	3	-1.126447151	-0.683165416	-0.443281735	4
YPL215W	Verified	16	147415	148422	+	2.87067533	2.900972853	-0.030297523	3	-1.514709892	-1.047281793	-0.467428099	4
YPL216W	Uncharacterized	16	143820	147128	+	0.408552478	0.128908823	0.279643656	3	0.189099357	-0.084343285	0.273442642	1
YPL217C	Verified	16	139619	143170	-	2.908373036	2.262626947	0.645746089	3	-1.381921681	-0.872034717	-0.509886964	4
YPL218W	Verified	16	138697	139408	+	3.916005121	3.895076766	0.020928354	3	-1.458691783	-0.953674175	-0.505017608	4
YPL219W	Verified	16	136749	138227	+	1.562099272	1.513134395	0.048964876	3	-1.456991957	-1.067721092	-0.389270865	4
YPL220W	Verified	16	135789	136442	+	5.376599256	5.404551946	-0.02795269	3	-1.453289862	-0.466670524	-0.986619338	4
YPL221W	Uncharacterized	16	133042	135423	+	3.2147833	3.0722925	0.1424908	3	-0.961437168	-0.195997873	-0.765439294	4
YPL222W	Uncharacterized	16	130161	132227	+	0.817156168	0.74866331	0.068492858	3	-1.265109141	-1.163429679	-0.101679461	4
YPL223C	Verified	16	128631	129137	-	-0.285499688	-0.501328381	0.215828693	4	-0.530015665	-0.70001067	0.169995005	4
