# From Lipson et al. Nature Biotech (2009) supplementary table 1
# downloaded from http://www.nature.com.ezp-prod1.hul.harvard.edu/nbt/journal/v27/n7/extref/nbt.1551-S2.xls on 8/28/2009
orf	gene	chan7	chan8	chan9	chan10	chan11	chan12	chan.avg	stdev	inter.channel.cv	inter.prep.cv	microarray	nagalakshmi
YOR296W	YOR296W	41	40	41.6	40.4	38.6	39.7	40.22	1.05	0.020	0.030	363	NA
YOR297C	TIM18	64.3	61.8	65.6	63.5	66.2	66.3	64.62	1.77	0.030	0.010	665	NA
YOR298C-A	MBF1	238.5	236.7	237.7	243.7	238.1	234.9	238.27	2.96	0.004	0.118	2092	NA
YOR298W	MUM3	10.6	9.5	9.5	10.6	12.8	10.2	10.53	1.22	0.064	0.112	298	NA
YOR299W	BUD7	52.6	46.2	54.3	47.6	48	50.5	49.87	3.15	0.084	0.052	923	NA
YOR300W	YOR300W	0.1	0	0	0	0	0	0.02	0.04	1.732	0.866	NA	NA
YOR301W	RAX1	13.6	11.9	13.5	14.4	11.8	14.2	13.23	1.13	0.073	0.071	132	NA
YOR302W	YOR302W	4	6.9	3.6	4.2	7.9	4.8	5.23	1.75	0.373	0.132	1339	NA
YOR303W	CPA1	535.7	540.3	536.8	532.5	541.6	529.1	536	4.7	0.004	0.009	5139	NA
YOR304C-A	YOR304C-A	54.6	55.1	55	54.8	55.2	55	54.95	0.22	0.005	0.057	205	NA
YOR304W	ISW2	55.9	52.5	55	53.1	55.6	55	54.52	1.39	0.032	0.073	1456	NA
YOR305W	YOR305W	95	93.7	93.8	100.7	101.2	99	97.23	3.47	0.008	0.031	1201	NA
YOR306C	MCH5	110.8	109.8	110.6	115.1	117.9	112.9	112.85	3.13	0.005	0.025	2428	NA
YOR307C	SLY41	42.6	41.3	41.1	43.2	42.7	42.9	42.3	0.88	0.020	0.015	1144	NA
YOR308C	SNU66	32.7	33	32.9	35.3	33.1	34.8	33.63	1.12	0.005	0.083	286	NA
YOR309C	YOR309C	67.5	68.9	65.4	62.2	68.3	63	65.88	2.82	0.026	0.119	NA	NA
YOR310C	NOP58	762.4	752.6	763.1	878.4	867.1	866.5	815.02	61.22	0.008	0.251	7948	NA
YOR311C	HSD1	87.9	89.6	84.7	92.8	89	84.2	88.03	3.22	0.028	0.035	1408	NA
YOR313C	SPS4	6.7	7.4	7.4	7	5.4	7.4	6.88	0.78	0.056	0.130	119	NA
YOR314W	YOR314W	2.6	1.5	1.4	1.5	1.7	2.3	1.83	0.5	0.363	0.389	NA	NA
YOR314W-A	YOR314W-A	0.8	0.9	1.1	1.4	1	1.7	1.15	0.34	0.164	0.286	NA	NA
YOR315W	SFG1	68.3	70.2	68.6	68.4	71.8	70.4	69.62	1.41	0.015	0.042	412	NA
YOR316C	COT1	56.4	54.5	59.8	58.9	57.8	60.5	57.98	2.24	0.047	0.028	844	NA
YOR316C-A	YOR316C-A	3.4	2.6	2.8	3.9	3.2	3.4	3.22	0.47	0.142	0.131	13	NA
YOR317W	FAA1	80.6	76.1	80.3	80.1	86.1	77.6	80.13	3.42	0.032	0.013	1348	NA
YOR318C	YOR318C	19.1	21.7	17.7	19.6	19.3	16.5	18.98	1.77	0.104	0.066	NA	NA
YOR319W	HSH49	30.2	31.9	34.1	36.3	33.4	32.9	33.13	2.06	0.061	0.092	248	NA
YOR320C	GNT1	68	64.6	64.3	63.2	63.8	60.8	64.12	2.34	0.031	0.040	730	NA
YOR321W	PMT3	42.6	36.2	41.8	38.2	40.6	37.4	39.47	2.57	0.087	0.056	528	NA
YOR322C	LDB19	59.6	61	63.3	57.3	59.1	58.9	59.87	2.06	0.030	0.020	955	NA
YOR323C	PRO2	215.7	217	213.2	212.9	217.8	216.8	215.57	2.06	0.009	0.038	2902	NA
YOR324C	FRT1	27	29.6	28.3	29.7	28.8	28.3	28.62	1	0.046	0.048	263	NA
YOR325W	YOR325W	0.2	0.2	0.2	0.4	0.2	0.4	0.27	0.1	0.000	0.333	NA	NA
YOR326W	MYO2	324.9	333.3	325.8	319.8	317.9	321	323.78	5.55	0.014	0.028	4513	NA
YOR327C	SNC2	292.2	277.6	289.2	283.5	296.1	299.8	289.73	8.18	0.027	0.016	1484	NA
YOR328W	PDR10	32.3	34	30.9	34.1	34.6	31.8	32.95	1.49	0.048	0.075	1232	NA
YOR329C	SCD5	64.8	60.6	62.2	67.2	73.1	71.9	66.63	5.09	0.034	0.035	604	NA
YOR329W-A	YOR329W-A	0.7	0.8	0.4	0.3	0.3	0.3	0.47	0.23	0.329	0.661	NA	NA
YOR330C	MIP1	45.7	47.5	47.5	49.3	49.3	49.5	48.13	1.5	0.022	0.043	623	NA
YOR331C	YOR331C	0.7	0.8	0.6	0.8	0.9	0.9	0.78	0.12	0.143	0.079	NA	NA
YOR332W	VMA4	407	412.9	411	442.1	443.5	450.8	427.88	19.58	0.007	0.056	3576	NA
YOR333C	YOR333C	0.6	0.3	0.2	0.4	0.4	0.2	0.35	0.15	0.568	0.353	NA	NA
YOR334W	MRS2	31.9	30.8	32.6	31.3	35.6	32.5	32.45	1.69	0.029	0.010	256	NA
YOR335C	ALA1	256.2	259.6	252.6	255.9	254.2	253.3	255.3	2.54	0.014	0.047	4170	NA
YOR335W-A	YOR335W-A	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YOR336W	KRE5	41.5	38.5	41.6	40.7	39	38.1	39.9	1.56	0.043	0.019	874	NA
YOR337W	TEA1	44.8	39.9	43.7	41.9	45.8	40.4	42.75	2.4	0.060	0.041	763	NA
YOR338W	YOR338W	48.1	50.5	46.4	52.6	49.4	47.9	49.15	2.19	0.043	0.076	329	NA
YOR339C	UBC11	10	11.4	9.7	10.7	10.4	10.8	10.5	0.61	0.088	0.035	229	NA
YOR340C	RPA43	145.8	149.1	147.5	155.6	143.5	157.2	149.78	5.47	0.011	0.077	1126	NA
YOR341W	RPA190	198.8	197.3	209.4	215.6	215.2	212.3	208.1	8.11	0.033	0.085	3499	NA
YOR342C	YOR342C	314.2	310.8	316.6	310.3	312.1	300.1	310.68	5.68	0.009	0.041	2415	NA
YOR343C	YOR343C	5.3	5.4	6.1	4.3	5.9	6.3	5.55	0.73	0.078	0.156	NA	NA
YOR343W-A	YOR343W-A	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YOR343W-B	YOR343W-B	325.9	352.3	328.3	349.8	329.1	367.8	342.2	17	0.044	0.036	NA	NA
YOR344C	TYE7	372.9	378.3	378	396.7	375.9	386.2	381.33	8.73	0.008	0.038	2415	NA
YOR345C	YOR345C	0.6	1	1.5	1.4	0.7	1.5	1.12	0.41	0.436	0.418	NA	NA
YOR346W	REV1	60.1	64	66.1	65	67.6	65.2	64.67	2.54	0.048	0.077	1281	NA
YOR347C	PYK2	32.2	33.8	32.5	31.4	34	33	32.82	0.99	0.026	0.015	824	NA
YOR348C	PUT4	9	7.9	8.2	7.2	7.6	6.2	7.68	0.95	0.068	0.118	32	NA
YOR349W	CIN1	27	29.1	28.8	25.4	25.9	30	27.7	1.87	0.040	0.065	365	NA
YOR350C	MNE1	16.6	15.5	15.1	15.6	16.1	19.4	16.38	1.57	0.049	0.071	206	NA
YOR351C	MEK1	0.2	0.2	0.1	0.3	0	0.2	0.17	0.1	0.346	0.217	24	NA
YOR352W	YOR352W	26.1	21.2	23.9	26.5	21.5	25.7	24.15	2.35	0.103	0.039	492	NA
YOR353C	SOG2	39	37.2	37.5	38.5	40.2	39.7	38.68	1.19	0.025	0.053	597	NA
YOR354C	MSC6	49.3	53.8	55.4	48.9	52.6	56.6	52.77	3.15	0.060	0.094	1109	NA
YOR355W	GDS1	82.8	91.6	89.4	90.8	87.4	92.2	89.03	3.5	0.052	0.051	2205	NA
YOR356W	YOR356W	68.5	70.5	70.5	75.3	73.9	68.2	71.15	2.88	0.017	0.049	1341	NA
YOR357C	SNX3	74.8	80.4	77.6	80.4	77.6	82.4	78.87	2.72	0.036	0.055	326	NA
YOR358W	HAP5	19.9	19.9	19.8	21.7	18	20.2	19.92	1.18	0.003	0.043	280	NA
YOR359W	VTS1	96.7	94.9	94.7	91.7	92.7	97.9	94.77	2.33	0.012	0.056	694	NA
YOR360C	PDE2	90	90.4	88.4	87.9	90.5	88.3	89.25	1.17	0.012	0.060	2504	NA
YOR361C	PRT1	283.2	293.5	293.5	281.2	279.9	295.2	287.75	7.03	0.021	0.013	3204	NA
YOR362C	PRE10	201.3	203.2	191.9	211.1	189.8	196.4	198.95	7.89	0.030	0.057	2924	NA
YOR363C	PIP2	22.6	24.1	25.2	25.9	25.4	26.9	25.02	1.5	0.054	0.068	443	NA
YOR364W	YOR364W	9	8.7	8.1	10	9.2	8.1	8.85	0.72	0.053	0.062	NA	NA
YOR365C	YOR365C	4.5	4.4	4.8	5.9	6	5	5.1	0.69	0.046	0.135	55	NA
YOR366W	YOR366W	4.1	4.7	4.6	3	4.7	2.9	4	0.84	0.072	0.219	NA	NA
YOR367W	SCP1	81.3	75.6	84.4	86.4	83.7	87.4	83.13	4.26	0.055	0.035	623	NA
YOR368W	RAD17	24.8	28.2	23.7	27	22.3	22.5	24.75	2.41	0.092	0.057	207	NA
YOR369C	RPS12	4487.6	4460.3	4464.5	4348	4250.3	4331.2	4390.32	94.61	0.003	0.051	9940	NA
YOR370C	MRS6	130.3	130.8	135.4	136.1	126.3	132.2	131.85	3.61	0.021	0.022	2600	NA
YOR371C	GPB1	54	54.7	57.2	48.8	53	49.4	52.85	3.22	0.030	0.055	502	NA
YOR372C	NDD1	43	43.9	43.2	44	41.7	38.1	42.32	2.22	0.011	0.049	419	NA
YOR373W	NUD1	25.3	23.2	24.7	23.5	25.6	24.7	24.5	0.96	0.044	0.060	253	NA
YOR374W	ALD4	87.6	90.7	93.8	93.9	94.9	92.9	92.3	2.7	0.034	0.043	1350	NA
YOR375C	GDH1	212.3	207.2	208.4	207	214.1	204.1	208.85	3.7	0.013	0.013	1568	NA
YOR376W	YOR376W	0.3	0.5	0.6	0.4	0.9	1	0.62	0.28	0.327	0.353	NA	NA
YOR376W-A	YOR376W-A	2.7	2.9	3.4	4	3.5	3.3	3.3	0.46	0.120	0.194	46	NA
YOR377W	ATF1	28.9	30.8	31.7	33.8	35.1	33	32.22	2.22	0.047	0.095	485	NA
YOR378W	YOR378W	8.7	8.9	8.1	7	5.9	8.9	7.92	1.22	0.049	0.111	112	NA
YOR379C	YOR379C	3.7	3.1	3.7	2.5	3.5	3.7	3.37	0.48	0.099	0.262	NA	NA
YOR380W	RDR1	20.9	18.4	22.2	19.5	18.9	20.8	20.12	1.43	0.094	0.067	670	NA
YOR381W	FRE3	18.3	17	19.2	19.5	18.8	14.8	17.93	1.77	0.061	0.034	320	NA
YOR381W-A	YOR381W-A	2	1.2	1.4	2.4	1.1	2.1	1.7	0.54	0.272	0.108	17	NA
YOR382W	FIT2	168.8	166.5	174.1	184.7	183.3	179.1	176.08	7.54	0.023	0.050	587	NA
YOR383C	FIT3	251.6	250.3	256.8	245.3	262.3	249.6	252.65	6	0.014	0.052	1684	NA
YOR384W	FRE5	8.7	7.2	6.1	7.9	7.3	7.4	7.43	0.86	0.178	0.076	62	NA
YOR385W	YOR385W	35.3	32.5	35.9	37.4	43	40.5	37.43	3.79	0.053	0.075	632	NA
YOR386W	PHR1	18.2	17.1	16.4	18.1	15.8	17.5	17.18	0.95	0.053	0.064	129	NA
YOR387C	YOR387C	0.6	0.6	0.4	0.9	1.6	1	0.85	0.43	0.217	0.217	36	NA
YOR388C	FDH1	1.6	1.2	1.3	1.3	1.1	1.3	1.3	0.17	0.152	0.440	41	NA
YOR389W	YOR389W	26.5	26.5	28.8	29.4	28.7	29	28.15	1.3	0.049	0.089	93	NA
YOR390W	YOR390W	11.7	9.1	10	10.1	14.2	13.9	11.5	2.15	0.129	0.164	273	NA
YOR391C	HSP33	2.6	3.3	4.4	4.1	3.8	2.1	3.38	0.89	0.264	0.234	NA	NA
YOR392W	YOR392W	0.7	1	0.9	0.5	1.3	0.9	0.88	0.27	0.176	0.204	NA	NA
YOR393W	ERR1	0.6	0.8	1	0.5	0.9	1	0.8	0.21	0.250	0.312	NA	NA
YOR394C-A	YOR394C-A	1.6	3.7	1.1	2.4	2.5	1.2	2.08	0.99	0.647	0.215	208	NA
YOR394W	YOR394W	1.5	1.3	1.3	1.7	1.7	1.5	1.5	0.18	0.084	0.145	22	NA
YOR396C-A	YOR396C-A	0.1	0	0.2	0	0	0	0.05	0.08	1.000	0.866	NA	NA
YOR396W	YRF1-8	0.6	0.2	0.3	0.7	0.3	0.1	0.37	0.23	0.568	0.689	NA	NA
YPL001W	HAT1	25.5	32.5	27.2	30.3	30.1	29.8	29.23	2.49	0.129	0.086	536	NA
YPL002C	SNF8	57.6	54.7	57.7	53.6	50.9	53.8	54.72	2.6	0.030	0.043	224	NA
YPL003W	ULA1	35.6	35.2	35.5	35.8	35.6	33.9	35.27	0.7	0.006	0.025	432	NA
YPL004C	LSP1	425.7	422.8	426	420	417.3	423.4	422.53	3.37	0.004	0.054	3302	NA
YPL005W	AEP3	19.3	22.7	20.9	18.1	21.4	20.8	20.53	1.62	0.081	0.088	197	NA
YPL006W	NCR1	44.2	47.1	48.3	46.3	50.1	43	46.5	2.61	0.045	0.035	1941	NA
YPL007C	TFC8	29	29.9	28.2	29.3	28.8	29.8	29.17	0.64	0.029	0.060	328	NA
YPL008W	CHL1	29	30.1	30.4	30.5	25.2	27.3	28.75	2.12	0.025	0.063	708	NA
YPL009C	YPL009C	143.3	144.9	149.8	160	149.5	164.4	151.98	8.43	0.023	0.117	1366	NA
YPL010W	RET3	219.6	219.2	224.7	230	224.8	223	223.55	3.98	0.014	0.025	1108	NA
YPL011C	TAF3	44.2	44	47.2	46.4	51.7	46.1	46.6	2.8	0.040	0.027	576	NA
YPL012W	RRP12	137.6	134.7	138.1	132.5	129	139.3	135.2	3.92	0.013	0.034	1807	NA
YPL013C	MRPS16	385	387.7	388.3	338.2	322.9	332.6	359.12	30.95	0.005	0.096	2298	NA
YPL014W	YPL014W	51.8	54.8	56.4	57.1	57	55.5	55.43	1.99	0.043	0.049	625	NA
YPL015C	HST2	77.4	71.5	76.9	74.4	72.5	74.6	74.55	2.33	0.043	0.021	412	NA
YPL016W	SWI1	44.8	43.1	44.8	44.4	49	43.9	45	2.06	0.022	0.077	974	NA
YPL017C	YPL017C	2.7	2.6	2.8	2.2	2.5	2.9	2.62	0.25	0.037	0.153	37	NA
YPL018W	CTF19	10.3	9.9	10.3	8.8	10.6	9.5	9.9	0.66	0.023	0.084	60	NA
YPL019C	VTC3	31.3	35.2	33.8	37.5	34.1	36	34.65	2.12	0.059	0.095	579	NA
YPL020C	ULP1	60.6	54.1	55.8	54	53.5	55.5	55.58	2.62	0.059	0.079	1162	NA
YPL021W	ECM23	0.3	0.4	0.4	0.3	0.3	0.5	0.37	0.08	0.157	0.866	23	NA
YPL022W	RAD1	51.3	51.2	55	52.6	58.2	55.3	53.93	2.73	0.041	0.030	1065	NA
YPL023C	MET12	59.9	59.8	63.1	58.5	56	59.3	59.43	2.3	0.031	0.030	960	NA
YPL024W	RMI1	34.1	34.1	34.2	32.2	30.7	33.9	33.2	1.44	0.002	0.029	451	NA
YPL025C	YPL025C	5.1	3.6	2.8	4.1	2.8	2.9	3.55	0.92	0.305	0.113	NA	NA
YPL026C	SKS1	65	65	66.1	63.7	62.5	67.2	64.92	1.67	0.010	0.025	885	NA
YPL027W	SMA1	1.1	1.1	2.1	1.1	1.6	1.4	1.4	0.4	0.403	0.099	32	NA
YPL028W	ERG10	294.4	297.5	303.6	299.8	289.9	297.4	297.1	4.67	0.016	0.037	3998	NA
YPL029W	SUV3	25.8	26	29.3	25.6	27.2	27.9	26.97	1.45	0.073	0.111	604	NA
YPL030W	YPL030W	48.1	45.8	45.8	51.3	51.6	52.3	49.15	2.97	0.029	0.047	869	NA
YPL032C	SVL3	97.3	97.7	96.5	102.5	96.5	101.6	98.68	2.66	0.006	0.034	1672	NA
YPL033C	YPL033C	9	8.8	9.3	9.8	9.2	8.5	9.1	0.45	0.028	0.072	100	NA
YPL034W	YPL034W	18.5	19.1	18	18.3	18.3	19	18.53	0.43	0.030	0.059	615	NA
YPL035C	YPL035C	0.5	0.3	0.8	0.9	0.6	0.8	0.65	0.23	0.472	0.539	NA	NA
YPL036W	PMA2	9.9	11.4	11.3	9.7	10.9	10.2	10.57	0.73	0.077	0.058	174	NA
YPL037C	EGD1	896.7	921.9	909.2	884.9	905.2	888.9	901.13	13.75	0.014	0.030	6444	NA
YPL038W	MET31	55.7	55.4	55.3	57.5	62.9	57.3	57.35	2.88	0.004	0.028	422	NA
YPL038W-A	YPL038W-A	0.6	1.1	0.8	0.7	1.3	1.2	0.95	0.29	0.302	0.208	45	NA
YPL039W	YPL039W	42.5	37.7	40.4	42.5	38.8	38.4	40.05	2.09	0.060	0.035	382	NA
YPL040C	ISM1	21.1	22.4	20.9	20.2	22.9	24	21.92	1.43	0.038	0.036	266	NA
YPL041C	YPL041C	16.4	20.6	18.3	18.1	18.3	18.3	18.33	1.34	0.114	0.069	139	NA
YPL042C	SSN3	37.1	36.8	40.7	37.2	38.2	35.3	37.55	1.81	0.057	0.044	890	NA
YPL043W	NOP4	126.6	123.5	126.8	147.2	130.5	137.2	131.97	8.82	0.015	0.118	3650	NA
YPL044C	YPL044C	0	0.2	0.1	0.3	0.3	0	0.15	0.14	1.000	0.917	NA	NA
YPL045W	VPS16	36.9	34.7	37.7	36.4	32.8	37.8	36.05	1.95	0.043	0.066	297	NA
YPL046C	ELC1	27.2	27.5	26.7	26.2	24.3	25.3	26.2	1.21	0.015	0.048	145	NA
YPL047W	SGF11	45.1	42.3	41.6	47.9	42.3	45.5	44.12	2.45	0.043	0.044	313	NA
YPL048W	CAM1	287.4	294.1	283.9	270.5	284.6	273.8	282.38	8.77	0.018	0.037	1903	NA
YPL049C	DIG1	120.5	119.6	126.5	120	123.2	121	121.8	2.63	0.031	0.008	1275	NA
YPL050C	MNN9	139.4	142	135	127.2	137.5	135.9	136.17	5.06	0.025	0.066	1076	NA
YPL051W	ARL3	43	39.6	40.3	41	40.8	45	41.62	2.01	0.044	0.055	407	NA
YPL052W	OAZ1	47.4	47.4	48.3	44.2	48.9	44.9	46.85	1.88	0.011	0.038	979	NA
YPL053C	KTR6	96.8	96.9	100.2	99.3	97.9	104.3	99.23	2.82	0.020	0.061	2173	NA
YPL054W	LEE1	14.1	15.5	17	18.2	18.4	17.1	16.72	1.65	0.093	0.131	85	NA
YPL055C	LGE1	34.5	29	32.5	37.9	34.8	33.8	33.75	2.93	0.087	0.069	180	NA
YPL056C	YPL056C	13.3	12.2	10	16.5	14.7	16.3	13.83	2.51	0.142	0.110	483	NA
YPL057C	SUR1	79.6	76.5	81	82.9	78.8	79.5	79.72	2.15	0.029	0.056	1276	NA
YPL058C	PDR12	106.5	105.5	104.7	107.1	106	104.1	105.65	1.12	0.009	0.018	2535	NA
YPL059W	GRX5	137.6	127.3	130.9	123.5	131.9	126.5	129.62	4.96	0.040	0.056	489	NA
YPL060C-A	YPL060C-A	12.1	1	0.4	0.8	0.2	2	2.75	4.62	1.464	1.305	NA	NA
YPL060W	LPE10	17.1	18.1	18.7	16.2	16.8	17.7	17.43	0.91	0.045	0.050	188	NA
YPL061W	ALD6	648.5	633.7	653.6	616.2	623.8	621.8	632.93	15.21	0.016	0.027	4771	NA
YPL062W	YPL062W	1.4	1.4	1.1	1.5	1	1.9	1.38	0.32	0.133	0.204	NA	NA
YPL063W	TIM50	123.9	128.2	121.9	115.5	118.2	119.2	121.15	4.52	0.026	0.036	1285	NA
YPL064C	CWC27	50.1	48.7	50.7	54.4	52.8	51.3	51.33	2.02	0.021	0.043	410	NA
YPL065W	VPS28	34.5	35.2	34.1	32.1	32.4	34.6	33.82	1.27	0.016	0.081	303	NA
YPL066W	YPL066W	67	67.4	68.2	66.8	71.3	65.7	67.73	1.93	0.009	0.026	2035	NA
YPL067C	YPL067C	30.2	28.2	27	28.6	29.4	29.3	28.78	1.11	0.057	0.028	211	NA
YPL068C	YPL068C	47	45.9	47.4	44.5	47.4	46	46.37	1.13	0.017	0.028	517	NA
YPL069C	BTS1	26.7	25.3	25.8	27.1	23.9	25.2	25.67	1.15	0.027	0.079	176	NA
YPL070W	MUK1	39.8	40.8	43.9	42.9	43.1	38.8	41.55	2.05	0.052	0.043	430	NA
YPL071C	YPL071C	60.1	54.7	57.8	52.3	51.7	56.5	55.52	3.25	0.047	0.082	307	NA
YPL072W	UBP16	21.7	21	19.9	22.9	20.5	22.4	21.4	1.15	0.043	0.038	389	NA
YPL073C	YPL073C	0.5	0.2	0.2	0.3	0.1	0.5	0.3	0.17	0.577	0.667	NA	NA
YPL074W	YTA6	30	30.1	27.5	33	31.2	30.6	30.4	1.79	0.050	0.053	225	NA
YPL076W	GPI2	25.2	26.3	26.4	23.6	22.8	25.9	25.03	1.5	0.026	0.075	170	NA
YPL077C	YPL077C	10.6	10.7	10.4	8.6	8.3	9.5	9.68	1.05	0.014	0.105	67	NA
YPL078C	ATP4	265.8	271.3	269.8	277	269.8	275.9	271.6	4.19	0.011	0.031	3227	NA
YPL080C	YPL080C	0.2	0.3	0.4	0.5	0.3	0.2	0.32	0.12	0.333	0.480	NA	NA
YPL082C	MOT1	62.7	59.4	59.9	61.4	58.4	60.1	60.32	1.52	0.029	0.011	912	NA
YPL083C	SEN54	25.1	22.1	25.3	25.4	22.7	24.9	24.25	1.46	0.074	0.044	233	NA
YPL084W	BRO1	41.3	40.8	44	43	42.9	42.3	42.38	1.18	0.041	0.034	516	NA
YPL085W	SEC16	55.5	58.8	59.6	60.3	59.1	58.6	58.65	1.66	0.037	0.107	588	NA
YPL086C	ELP3	68	70.2	66.2	68.7	63.8	63.9	66.8	2.62	0.029	0.043	973	NA
YPL087W	YDC1	81.8	81.3	81.3	78.8	82	83.1	81.38	1.43	0.004	0.019	1332	NA
YPL088W	YPL088W	214.5	218.3	222	204.6	208.9	216.9	214.2	6.41	0.017	0.057	3232	NA
YPL089C	RLM1	82.4	82.8	77.8	81.4	88.2	84.3	82.82	3.42	0.034	0.049	1463	NA
YPL091W	GLR1	134.4	129.5	131.8	128	138.8	124.6	131.18	5	0.019	0.037	3109	NA
YPL092W	SSU1	90.9	93.1	91.4	96.2	95.3	90.9	92.97	2.32	0.013	0.066	2252	NA
YPL093W	NOG1	205.5	206.1	206.4	210.4	210.3	211.8	208.42	2.72	0.002	0.029	2275	NA
YPL094C	SEC62	190.2	192.3	188.8	201.8	202	200.5	195.93	6.15	0.009	0.030	1633	NA
YPL095C	EEB1	34.3	35	35.5	39.2	35.3	36.7	36	1.75	0.017	0.084	326	NA
YPL096C-A	ERI1	106.3	110.3	107.3	99.8	97.6	96.8	103.02	5.67	0.019	0.057	435	NA
YPL096W	PNG1	35.9	37.3	39.2	36.4	37	37.7	37.25	1.15	0.044	0.069	797	NA
YPL097W	MSY1	25.1	26.3	27.1	25.7	27.1	26.1	26.23	0.79	0.038	0.062	276	NA
YPL098C	MGR2	129.4	133.1	139.7	137.8	139	139.8	136.47	4.27	0.039	0.042	662	NA
YPL099C	YPL099C	32.2	32.4	31.7	30.7	30.8	32.4	31.7	0.78	0.011	0.044	273	NA
YPL100W	ATG21	35.9	32.4	33	38	36.5	34	34.97	2.18	0.055	0.049	848	NA
YPL101W	ELP4	39.8	39.4	40.1	41.1	38	42.1	40.08	1.41	0.009	0.020	619	NA
YPL102C	YPL102C	0.6	0.2	0.4	0.6	0.6	0.3	0.45	0.18	0.500	0.495	NA	NA
YPL103C	YPL103C	24.7	26.3	27	26.9	24.4	27.7	26.17	1.33	0.045	0.048	277	NA
YPL104W	MSD1	28	26.9	28.8	26.2	26.3	26.1	27.05	1.11	0.034	0.082	488	NA
YPL105C	YPL105C	136.4	130.4	131.4	139.6	133	141.3	135.35	4.48	0.024	0.084	1756	NA
YPL106C	SSE1	716.9	707.5	695.6	724.7	698.9	717	710.1	11.4	0.015	0.014	6966	NA
YPL107W	YPL107W	30.8	31.6	33.5	35.7	34.1	31.5	32.87	1.88	0.043	0.088	198	NA
YPL108W	YPL108W	18.1	18.9	16.3	19.4	19.1	20.3	18.68	1.37	0.075	0.055	184	NA
YPL110C	GDE1	31.6	27.6	31.9	30.5	33.9	30.2	30.95	2.1	0.079	0.022	494	NA
YPL111W	CAR1	104.6	104.2	103	101.9	102.9	108.5	104.18	2.33	0.008	0.064	1180	NA
YPL112C	PEX25	71.5	64.6	64.9	69.6	65.5	65.9	67	2.85	0.058	0.013	831	NA
YPL113C	YPL113C	14.7	15.1	16.3	17.5	17.5	15.2	16.05	1.24	0.054	0.112	267	NA
YPL114W	YPL114W	7.7	7.6	8.7	7.3	8	6.6	7.65	0.7	0.076	0.105	NA	NA
YPL115C	BEM3	48.7	50.3	45.4	50	49.5	45.5	48.23	2.22	0.052	0.014	960	NA
YPL116W	HOS3	33.5	36.3	29.9	30.8	33.9	36.5	33.48	2.73	0.097	0.054	659	NA
YPL117C	IDI1	205	204.4	209.1	208.7	203.8	206.1	206.18	2.24	0.012	0.031	2713	NA
YPL118W	MRP51	101.9	96.8	94.3	100.8	97.9	100.1	98.63	2.84	0.040	0.005	2355	NA
YPL119C	DBP1	10	11.7	11.3	12.4	10.4	11	11.13	0.87	0.081	0.115	148	NA
YPL119C-A	YPL119C-A	4.6	5.3	4.9	5.6	3.2	3.7	4.55	0.93	0.071	0.141	423	NA
YPL120W	VPS30	18.1	16.4	16.8	16.6	15.1	17	16.67	0.97	0.052	0.044	391	NA
YPL121C	MEI5	0.1	0.2	0.3	0.1	0.2	0	0.15	0.1	0.500	0.693	1	NA
YPL122C	TFB2	39.6	37.8	37.1	38.5	40.2	40	38.87	1.26	0.034	0.025	912	NA
YPL123C	RNY1	23.6	22.3	19.1	21.9	24.6	21.5	22.17	1.89	0.107	0.064	194	NA
YPL124W	SPC29	15.2	14.3	15.8	14.4	16.1	13.9	14.95	0.89	0.050	0.076	180	NA
YPL125W	KAP120	50.9	48.8	54.4	54.2	54.7	51.9	52.48	2.36	0.055	0.061	838	NA
YPL126W	NAN1	127.6	124.8	126.6	128.8	130.4	128.6	127.8	1.94	0.011	0.034	1192	NA
YPL127C	HHO1	130	129.3	126.7	129.5	125.4	129.5	128.4	1.88	0.014	0.040	2207	NA
YPL128C	TBF1	40	42.1	40.3	41.4	49.9	43.1	42.8	3.66	0.028	0.017	346	NA
YPL130W	SPO19	4.1	4.2	4.1	5.2	5.4	5.1	4.68	0.61	0.014	0.156	200	NA
YPL131W	RPL5	2573.5	2517.5	2520.8	2510.6	2494.1	2520.2	2522.78	26.77	0.012	0.031	14583	NA
YPL132W	COX11	42.7	47.6	42.4	43.9	46.4	45.6	44.77	2.1	0.066	0.025	435	NA
YPL133C	RDS2	23	25.7	25.9	27	26.9	22.9	25.23	1.84	0.065	0.080	571	NA
YPL134C	ODC1	42.1	43.3	42.5	39.4	39.6	44.1	41.83	1.93	0.014	0.052	697	NA
YPL135C-A	YPL135C-A	0.2	0	0.1	0.1	0.1	0	0.08	0.08	1.000	1.000	NA	NA
YPL135W	ISU1	231.5	230.3	226.5	243	232.4	230.4	232.35	5.59	0.011	0.061	1610	NA
YPL136W	YPL136W	0.7	0.2	0.7	0.7	0.4	0.5	0.53	0.21	0.541	0.289	NA	NA
YPL137C	GIP3	58.7	55.3	57.3	57.7	54.1	58.8	56.98	1.9	0.030	0.019	587	NA
YPL138C	SPP1	36.5	36.4	39.3	42.6	36.4	37.4	38.1	2.47	0.044	0.084	663	NA
YPL139C	UME1	52.1	53.8	48.2	56.1	50.9	51.4	52.08	2.68	0.056	0.102	574	NA
YPL140C	MKK2	25.3	27	25.6	26.4	25	26.6	25.98	0.8	0.035	0.024	270	NA
