#Supplemental Table 3: Protein identification using 15 cm columns, 3 µm C18 beads and 140 min gradients.
#Protein IDs	Gene name	Uniprot	Peptides	Razor Peptides	Unique Peptides	Sequence Coverage [%]	Mol. Weight [kDa]	PEP	Intensity Exp1	Intensity Exp2	Intensity Exp3
orf	protein.name	gene.name	uniprot	peptides	razor.peptides	unique.peptides	sequence.coverage	mw	pep	intensity.exp1	intensity.exp2	intensity.exp3
YDR189W	Protein SLY1;Suppressor of loss of YPT1 protein 1	SLY1;YD9346.01;YD9395.22;YDR189W	P22213	6	6	6	10.7	74.7	1.5543E-21	85184	180300	83673
YOL034W	Structural maintenance of chromosomes protein 5	SMC5;YOL034W	Q08204	2	2	2	1.2	126.0	0.00085773	210220	478600	0
YEL026W	13 kDa ribonucleoprotein-associated protein;RNA binding protein, part of U3 snoRNP involved in rRNA processing, part of U4/U6-U5 tri-snRNP involved in mRNA splicing, similar to human 15.5K protein;Small nuclear ribonucleoprotein-associated protein 1	SNU13;YEL026W	D3DLM2;P39990	2	2	2	11.9	13.6	0.00000473	2249600	3475100	2179500
YMR096W	p35;PDX1 homolog 1;Pyridoxine biosynthesis protein SNZ1	SNZ1;YM6543.03;YMR096W	Q03148	6	6	6	27.3	31.8	5.7009E-46	565740	1071700	1164200
YKL024C	Uridine monophosphate kinase;Uridylate kinase	SOC8;URA6;YKL024C	P15700	4	4	4	27	22.9	3.0086E-15	1170200	437050	1070100
YHR008C	Superoxide dismutase;Superoxide dismutase [Mn], mitochondrial	SOD2;YHR008C	D3DKV3;P00447	3	3	3	13.7	25.8	2.5183E-15	411900	605050	569980
YLL040C	Suppression of the onset of impotence protein 1;Vacuolar protein sorting-associated protein 13;Vacuolar protein-targeting protein 2	SOI1;VPS13;VPT2;YLL040C	O00040;Q07878	1	1	1	0.2	357.9	0.0036723	0	1327400	0
YCR073W-A	6-phosphogluconolactonase-like protein 2;Suppressor of LOS1	SOL2;YCR073W-A;YCRX13W	P37262	1	1	1	5.7	34.5	0.0049431	0	0	166630
YHR163W	6-phosphogluconolactonase 3;6-phosphogluconolactonase, catalyzes the second step of the pentose phosphate pathway; weak multicopy suppressor of los1-1 mutation; homologous to Sol2p and Sol1p	SOL3;YHR163W	D3DLB2;P38858	3	3	3	13.7	27.8	8.6528E-31	238720	275840	118970
YDR201W	19 kDa spindle pole component protein;DASH complex subunit SPC19;Outer kinetochore protein SPC19	SPC19;YDR201W	Q03954	1	1	1	11.5	18.9	1.6841E-08	43991	49892	0
YML055W	Microsomal signal peptidase subunit 2;Signal peptidase complex subunit SPC2	SPC2;SPY1;YM9958.07;YML055W	Q04969	1	1	1	6.7	20.8	0.010836	0	28132	0
YPR069C	Putrescine aminopropyltransferase;Spermidine synthase	SPE3;YP9499.24C;YPR069C	Q12074	6	6	6	27.3	33.3	1.74E-66	3031100	781620	1052900
YEL031W	Probable cation-transporting ATPase 1;P-type ATPase, ion transporter of the ER membrane involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1	SPF1;YEL031W	D3DLL8;P39986	4	4	4	4	135.3	5.0527E-25	461250	794410	234680
YIR012W	Ribosome assembly protein SQT1	SQT1;YIB12W;YIR012W	P35184	3	3	3	8.1	47.2	3.4642E-11	94087	307990	505430
YCL037C	RNA-binding protein SRO9;Suppressor of RHO3 protein 9	SRO9;YCL037C;YCL37C	P25567	5	5	5	19.6	48.1	4.0603E-56	4540700	819550	684770
YKL122C	Signal recognition particle 21 kDa protein;Signal recognition particle subunit SRP21	SRP21;YKL122C;YKL527	P32342	1	1	1	11.4	18.4	7.6124E-09	0	92437	111400
YKR092C	Suppressor protein SRP40	SRP40;YKR092C;YKR412A	P32583	1	1	1	2.7	41.0	6.2118E-10	212090	262490	187680
YPL243W	Signal recognition particle 68 kDa protein homolog;Signal recognition particle subunit SRP68	SRP68;YPL243W	P38687	2	2	2	5.3	69.0	1.534E-80	0	252210	379260
YAL005C	Heat shock protein SSA1;Heat shock protein YG100	SSA1;YAL005C	P10591	24	24	8	54.7	69.7	0	257830000	189270000	135260000
YER103W;YBL075C	Heat shock protein SSA3;Heat shock protein SSA4;Putative uncharacterized protein	SSA3;SSA4;YBL06.07;YBL0610;YBL075C;YER103W	D3DM10;P09435;P18862;P22202	7	3	3	12.8	69.7	3.457E-89	520610	0	344180
YDL084W	ATP-dependent RNA helicase SUB2;Suppressor of BRR1 protein 2	SUB2;YDL084W	Q07478	10	10	10	26.9	50.3	2.0283E-45	2317200	5292300	2319100
YIL162W	Beta-fructofuranosidase 2;Invertase 2;Saccharase	SUC1;SUC2;SUC3;SUC4;SUC5;YIL162W	P00724;Q12671	3	3	3	6.2	60.6	1.258E-09	21184	196940	95287
YPL237W	Eukaryotic translation initiation factor 2 subunit beta	SUI3;TIF212;YPL237W	P09064;Q6B200	6	6	6	21.4	31.6	3.8263E-57	1306100	115330	1115300
YMR149W	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1;Oligosaccharyl transferase subunit delta	SWP1;YM9375.19;YMR149W	Q02795	1	1	1	3.8	31.7	2.6439E-23	142150	0	0
YEL047C	FAD-dependent oxidoreductase FRDS;Fumarate reductase;NADH;NADH-dependent fumarate reductase;Putative uncharacterized protein	SYGP-ORF35;YEL047C	D3DLK3;P32614	7	7	7	19.8	50.8	2.177E-109	4174100	3476800	1240900
YER175C	Tmt1p;Trans-aconitate 3-methyltransferase	SYGP-ORF63;TAM1;TMT1;YER175C	D3DM83;P32643	2	2	2	6.7	34.8	4.1197E-06	118250	288680	0
YML072C	Tricalbin-3	TCB3;YML072C	Q03640	10	10	10	7.1	171.1	5.618E-28	575770	356300	508460
YER063W	Protein THO1;Putative uncharacterized protein	THO1;YER063W	D3DLW8;P40040	2	2	2	8.7	24.1	0.00026862	72961	178420	127910
YHR025W	Homoserine kinase;Homoserine kinase, conserved protein required for threonine biosynthesis; expression is regulated by the GCN4-mediated general amino acid control pathway	THR1;YHR025W	D3DKX2;P17423	3	3	3	12	38.7	1.5429E-17	1848900	1155100	0
YCR053W	Threonine synthase	THR4;YCR053W;YCR53W	P16120	16	16	16	37.2	57.5	3.6361E-228	13584000	12475000	11559000
YIL078W	Threonine--tRNA ligase;Threonyl-tRNA synthetase, cytoplasmic	THS1;YIL078W	P04801	10	10	10	17.6	84.5	1.2872E-58	4872700	6278600	1542300
YMR260C	Eukaryotic translation initiation factor 1A;Eukaryotic translation initiation factor 4C	TIF11;YM8156.02C;YMR260C	P38912	2	2	2	13.7	17.4	1.8488E-08	218180	776370	1765900
YMR146C	Eukaryotic translation initiation factor 3 39 kDa subunit;Eukaryotic translation initiation factor 3 subunit I	TIF34;YM9375.16C;YMR146C	P40217	7	7	7	30	38.8	7.6896E-94	2400800	2043100	2494600
YGR162W	eIF4G1;Eukaryotic initiation factor 4F subunit p150;mRNA cap-binding protein complex subunit p150	TIF4631;YGR162W	P39935	9	9	8	12.1	107.1	4.7007E-75	1049000	3020600	2023800
YGL049C	eIF4G2;Eukaryotic initiation factor 4F subunit p130;mRNA cap-binding protein complex subunit p130	TIF4632;YGL049C	P39936	4	3	3	5.3	103.9	6.142E-42	63060	166650	75154
YPR041W	Eukaryotic translation initiation factor 5	TIF5;YP3085.05;YPR041W	P38431	11	11	11	35.8	45.3	6.6695E-61	4457700	5318500	1358300
YPL063W	Mitochondrial import inner membrane translocase subunit TIM50	TIM50;YPL063W	Q02776	6	6	6	16.2	55.1	6.9234E-31	347700	446550	174320
YJR135W-A	Mitochondrial import inner membrane translocase subunit TIM8	TIM8;YJR135BW;YJR135W-A	P57744	3	3	3	33.3	9.8	6.7599E-17	438970	358990	143890
YPR074C	Transketolase 1	TKL1;YP9499.29C;YPR074C	P23254	10	10	10	19.1	73.8	4.7901E-74	22153000	15735000	11533000
YIL137C	108 kDa translation machinery-associated protein;Protein TMA108	TMA108;YIL137C	P40462	2	2	2	1.9	107.7	0.0001015	41768	39355	0
YER007C-A	Putative uncharacterized protein TMA20;Translation machinery-associated protein 20	TMA20;YER007C-A	D3DLQ4;P89886	5	5	5	21.5	20.3	1.2999E-21	753570	602890	174940
YLR262C-A	Translation machinery-associated protein 7	TMA7;YLR262C-A	Q3E764	3	3	3	32.8	6.9	8.1794E-18	856050	1829700	839030
YBR162C	Protein TOS1;Target of SBF 1	TOS1;YBR1213;YBR162C	P38288	1	1	1	3.5	48.0	0.00065568	247970	199160	124920
YER049W	PKHD-type hydroxylase TPA1;Putative uncharacterized protein TPA1;Termination and polyadenylation protein 1	TPA1;YER049W	D3DLV1;P40032	2	2	2	3.7	74.0	7.4103E-06	0	210880	0
YDR050C	Triosephosphate isomerase;Triose-phosphate isomerase	TPI1;YD9609.05C;YDR050C	P00942	10	10	10	77.8	26.8	0	103660000	115190000	72464000
YIL138C	Tropomyosin-2	TPM2;YIL138C	P40414	4	4	4	28	19.1	4.0677E-62	549540	2854100	1274900
YMR261C	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 115 kDa subunit;Trehalose synthase complex regulatory subunit TPS3	TPS3;YM8156.03C;YMR261C	P38426;Q6B1W2	2	2	2	2.7	118.8	0.00015458	0	141080	139560
YML028W	Cytoplasmic thiol peroxidase 1;Peroxiredoxin TSA1;PRP;Thiol-specific antioxidant protein 1;Thioredoxin peroxidase	TPX1;TSA;TSA1;YML028W;ZRG14	P34760	4	3	3	28.1	21.6	5.6475E-75	9221100	3834200	2942200
YHR070W	M1G-methyltransferase;Trm5p;tRNA (guanine-N(1)-)-methyltransferase;tRNA [GM37] methyltransferase;tRNA methyltransferase 5	TRM5;YHR070W	D3DL19;P38793	2	2	2	6.8	56.5	0.0010215	110830	0	115770
YDR165W	Transfer RNA methyltransferase 82;tRNA (guanine-N(7)-)-methyltransferase subunit TRM82	TRM82;YD8358.19;YDR165W	Q03774	4	4	4	9.2	50.5	2.9424E-12	27256	88798	23401
YER090W	Anthranilate synthase component 1;Anthranilate synthase component I;Anthranilate synthase, catalyzes the initial step of tryptophan biosynthesis, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp3p	TRP2;YER090W	D3DLZ7;P00899	5	5	5	12.6	56.8	9.5766E-24	837830	1049100	845620
YKL211C	Anthranilate synthase component 2;Anthranilate synthase component II;Glutamine amidotransferase;Indole-3-glycerol phosphate synthase;PRAI	TRP3;YKL211C	P00937	6	6	6	17.6	53.5	9.5925E-24	812510	863020	404040
YGL026C	Tryptophan synthase	TRP5;YGL026C	P00931	19	19	19	36.6	76.6	0	23197000	9098400	6637300
YMR045C;YBL005W-B	Capsid protein;Gag-p45;Gag-Pol-p199;Integrase;p190;p23;p54;p60;p84;p90;Pol-p20;Pol-p63;Pol-p71;Reverse transcriptase/ribonuclease H;Transposon Ty1 TYA-TYB polyprotein;Transposon Ty1-BL Gag-Pol polyprotein;Transposon Ty1-MR1 Gag-Pol polyprotein;Ty1 protease;TY1A-TY1B	truncated TYB;TY1B-BL;TY1B-MR1;YBL004W-A;YBL005W-B;YBL0325;YBLWTy1-1 POL;YM9532.10C;YMR045C;YMRCTy1-3 POL	Q04214;Q12490	9	4	0	7.4	198.9	4.1579E-99	935020	1091200	297620
YLR043C	Thioredoxin I;Thioredoxin-1;Thioredoxin-2	TRX1;TRX2;YLR043C	P22217	7	5	5	66	11.2	4.0602E-179	13879000	8726300	4835000
YCR083W	Thioredoxin-3, mitochondrial	TRX3;YCR083W;YCR83W	P25372	2	2	2	18.1	14.4	8.1387E-11	308090	171070	168690
YML100W	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 123 kDa subunit;Trehalose synthase complex regulatory subunit TSL1	TSL1;YML100W	P38427	8	8	8	10.8	123.0	1.2453E-39	1131700	814190	758610
YDL060W	20S rRNA accumulation protein 1;Ribosome biogenesis protein TSR1	TSR1;YDL060W	Q03128;Q07381	1	1	1	2.4	90.7	0.000002516	0	142920	151850
YLR435W	20S rRNA accumulation protein 2;Pre-rRNA-processing protein TSR2	TSR2;YLR435W	Q06672	1	1	1	8.3	23.7	0.0079696	0	34114	0
YML085C	Tubulin alpha-1 chain	TUB1;YML085C	P09733	4	4	2	11	49.8	3.0693E-23	761430	287480	250090
YFL037W	Beta-tubulin;Tubulin beta chain	TUB2;YFL037W	P02557	1	1	1	3.1	50.9	0.00010732	269810	0	155850
YML124C;CON__ENSEMBL:ENSBTAP00000016242	Tubulin alpha-3 chain	TUB3;YM7056.02C;YML124C	P09734	3	1	1	8.1	49.7	2.8334E-08	117110	0	0
YOR187W	Elongation factor Tu, mitochondrial;tufM	TUF1;TUFM;YOR187W	P02992	4	4	4	9.8	48.0	7.8275E-26	477760	1104600	534880
YGR080W	Twinfilin-1;Twinfilin-A	TWF1;YGR080W	P53250	2	2	2	6	37.1	1.9877E-06	99298	142250	59036
YKL210W	Ubiquitin-activating enzyme E1 1	UBA1;YKL210W	P22515	20	20	20	26.4	114.3	1.3721E-191	6516200	3612400	2790700
YDR177W	Ubiquitin carrier protein;Ubiquitin-conjugating enzyme E2-24 kDa;Ubiquitin-protein ligase	UBC1;YD9395.10;YDR177W	P21734	3	3	3	20.5	24.2	1.9491E-13	401450	781990	564210
YER151C	Deubiquitinating enzyme 3;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 3;Ubiquitin thioesterase 3;Ubiquitin-specific-processing protease 3	UBP3;YER151C	D3DM58;Q01477	1	1	1	1.2	101.9	0.0010835	0	0	46582
YFR010W	Deubiquitinating enzyme 6;Ubiquitin carboxyl-terminal hydrolase 6;Ubiquitin thioesterase 6;Ubiquitin-specific-processing protease 6	UBP6;YFR010W	P43593	5	5	5	15	57.1	2.1258E-47	4539300	872460	473780
YMR067C	UBX domain-containing protein 4	UBX4;YM9916.06C;YMR067C	P54730	1	1	1	2.4	47.0	0.010785	192540	41906	0
YKL035W	UDP-glucose pyrophosphorylase;UTP--glucose-1-phosphate uridylyltransferase	UGP1;YKL035W;YKL248	P32861	8	8	8	19.2	56.0	7.2232E-74	1521900	3443200	3280200
YKL216W	Dihydroorotate dehydrogenase;Dihydroorotate oxidase	URA1;YKL216W	P28272;Q2XN75;Q70DC7	2	2	2	5.7	34.8	0.00094956	0	474390	457300
YMR271C	Orotate phosphoribosyltransferase 2	URA10;YM8156.13C;YMR271C	P30402	3	1	1	17.6	24.8	4.3904E-27	0	88347	143050
YEL021W	OMP decarboxylase;Orotidine 5'-phosphate decarboxylase;Uridine 5'-monophosphate synthase	URA3;YEL021W	D3DLM7;P03962	3	3	3	10.9	29.2	2.6789E-50	132450	0	441380
YKR042W	Protein UTH1;Youth protein 1	UTH1;YKR042W	P36135	2	2	2	4.9	37.0	0.000047658	246080	0	305960
YHR196W	Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA;t-UTP9;U three protein 9;U3 protein 9 required for transcription;U3 small nucleolar RNA-associated protein 9	UTP9;YHR196W	D3DLE4;P38882	5	5	5	7.7	65.3	6.3259E-15	31210000	26153000	298290
YEL013W	Phosphorylated and palmitoylated vacuolar membrane protein that interacts with Atg13p, required for the cytoplasm-to-vacuole targeting (Cvt) pathway; interacts with Nvj1p to form nucleus-vacuole junctions;Vacuolar protein 8	VAC8;YEB3;YEL013W	D3DLN6;P39968;Q549T0	2	2	2	3.8	63.2	6.5432E-15	144050	56708	270150
YML001W	GTP-binding protein YPT7	VAM4;YM8270.02;YML001W;YPT7	P32939	3	3	3	16.3	23.0	7.2968E-14	791300	178820	507410
YGR094W	Valine--tRNA ligase;Valyl-tRNA synthetase, mitochondrial	VAS1;YGR094W	P07806	26	26	26	29.6	125.8	0	10639000	11838000	9719500
YBR127C	Vacuolar proton pump subunit B;V-ATPase 57 kDa subunit;V-type proton ATPase subunit B	VAT2;VMA2;YBR1002;YBR127C	P16140;P32123	12	12	12	24.6	57.7	2.5452E-123	16752000	24039000	19088000
YKL080W	Vacuolar proton pump subunit C;V-ATPase 42 kDa subunit;V-type proton ATPase subunit C	VAT3;VATC;VMA5;YKL080W;YKL410	P31412	6	6	6	28.6	44.2	2.0982E-201	6139100	2701600	3209800
YLR410W	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase;InsP6 and PP-IP5 kinase	VIP1;YLR410W	Q06685	1	1	1	1.1	129.8	0.000006807	189410	0	102120
YHR039C-A	Subunit G of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane system; involved in vacuolar acidification;Vacuolar proton pump subunit G;V-ATPase 13 kDa subunit;V-type proton ATPase subunit G	VMA10;YHR039BC;YHR039C-A;YHR039C-B	D3DKY7;P48836	4	4	4	39.5	12.7	5.5061E-80	4137500	10840000	7760600
YGR020C	Vacuolar proton pump subunit F;V-ATPase 14 kDa subunit;V-type proton ATPase subunit F	VMA7;YGR020C	P39111	1	1	1	7.6	13.5	0.0002877	998540	1496200	1203800
YOR270C	Vacuolar pH protein 1;Vacuolar proton pump a subunit;Vacuolar proton translocating ATPase subunit a 1;V-ATPase 95 kDa subunit;V-type proton ATPase subunit a, vacuolar isoform	VPH1;YOR270C	P32563	5	5	5	6.3	95.5	1.002E-54	11447000	1310500	1234800
YOR089C	GTP-binding protein YPT51;Vacuolar protein sorting-associated protein 21;Vacuolar protein-targeting protein 12	VPS12;VPS21;VPT12;YOR089C;YOR3154C;YPT21;YPT51	P36017	3	3	3	17.1	23.1	1.0747E-12	153010	114800	85188
YMR197C	Qb-SNARE VTI1;t-SNARE VTI1;Vesicle transport v-SNARE protein VTI1;VPS10-interacting protein 1	VTI1;YM9646.10C;YMR197C	Q04338	1	1	1	5.5	24.7	2.1379E-06	0	58655	49075
YEL002C	Beta subunit of the oligosaccharyl transferase (OST) glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1;Oligosaccharyl transferase subunit beta	WBP1;YEL002C	D3DLP5;P33767	2	2	2	5.3	49.4	0.000028463	548480	76871	209180
YOR230W	Transcriptional modulator WTM1	WTM1;YOR230W;YOR50-20	O00041;Q12363	12	12	12	40.3	48.4	1.7429E-243	10670000	10359000	9208100
YPL239W	Ankyrin repeat-containing protein YAR1	YAR1;YPL239W	P46683	3	3	3	18.5	22.4	2.9878E-13	489290	287160	289960
YBL036C	UPF0001 protein YBL036C	YBL036C;YBL0413	P38197;Q6B256	3	3	3	13.2	29.1	0.000015314	323220	318430	287260
YBR046C	NADPH:quinone reductase;Probable quinone oxidoreductase	YBR0421;YBR046C;ZTA1	P38230	3	3	3	9.9	37.0	0.000023416	88749	50919	269120
YBR056W	Uncharacterized glycosyl hydrolase YBR056W	YBR0510;YBR056W	P38081	2	2	2	5.2	57.8	0.000050715	0	43295	79945
YBR085C-A	Uncharacterized protein YBR085C-A	YBR085C-A	O43137	4	4	4	49.4	9.4	3.0428E-78	1872100	3507400	1822800
YBR238C	Protein RMD9-like, mitochondrial	YBR1608;YBR238C	P38330	1	1	1	1.5	83.8	0.0016617	27541	0	0
YCR004C	Flavoprotein-like protein YCP4	YCP4;YCR004C;YCR042;YCR4C	P25349	1	1	1	6.5	26.4	0.0021287	0	471760	0
YDL120W	Frataxin homolog intermediate form;Frataxin homolog, mitochondrial	YDL120W;YFH1	Q07540	1	1	1	6.3	19.5	2.0343E-09	0	214140	107980
YDR161W	UPF0661 TPR repeat-containing protein YDR161W	YDR161W	Q03771	2	2	2	7.8	42.9	3.81E-20	0	353120	271830
YER031C;YGL210W	GTPase of the Ypt/Rab family, very similar to Ypt32p; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi;GTP-binding protein YPT31/YPT8;GTP-binding protein YPT32/YPT11;Rab GTPase YPT31;Rab GTPase YPT32	YER031C;YGL210W;YPT11;YPT31;YPT32;YPT8	D3DLT0;P38555;P51996	4	4	4	26.9	24.5	1.8787E-45	36564	925150	251980
YER041W	Holliday junction resolvase; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; homolog of human GEN1 and has similarity to S. cerevisiae endonuclease Rth1p;Uncharacterized protein YER041W	YER041W	D3DLU1;P40028;Q02463	2	2	2	2.5	87.4	0.00002336	17777000	71345	0
YER067W	Putative uncharacterized protein;Uncharacterized protein YER067W	YER067W	D3DLX2;P40043	2	2	2	19.3	19.0	1.4458E-36	2690400	119750	1136800
YER080W	Aim9p;Uncharacterized protein YER080W	YER080W	D3DLY7;P40053	3	3	3	4.9	72.4	7.1006E-08	144000	0	135750
YER156C	Putative uncharacterized protein;UPF0160 protein YER156C	YER156C	D3DM63;P40093	4	4	4	13	38.2	6.3313E-57	607230	645840	755890
YFL010C	WW domain-containing protein YFL010C	YFL010C	P43582	1	1	1	5.2	22.7	0.01259	0	417900	258030
YFL038C	GTP-binding protein YPT1;Protein YP2;Rab GTPase YPT1;Transport GTPase YPT1	YFL038C;YP2;YPT1	P01123	5	5	5	34	23.2	1.0629E-21	514700	1704200	1396700
YFR006W	Uncharacterized peptidase YFR006W	YFR006W	P43590;Q66RB5	1	1	1	3.4	61.8	3.4721E-17	35572	69005	50133
YFR011C	UPF0726 protein YFR011C	YFR011C	P43594	1	1	1	5.3	18.9	0.00037405	0	0	99491
YGL039W	Putative uncharacterized oxidoreductase YGL039W	YGL039W	P53183	9	9	8	36.8	38.3	8.9589E-95	8188300	2963500	1386800
YGL041W-A	Uncharacterized protein YGL041W-A	YGL041W-A	P0C5N3	1	1	1	25.6	9.6	2.89E-09	0	0	51815
YGL082W	Uncharacterized protein YGL082W	YGL082W	P53155;Q6Q536	1	1	1	2.1	43.3	0.00049273	0	56295	0
YGL228W	Uncharacterized protein YGL228W	YGL228W	P53075	2	2	2	3.6	66.9	0.000027797	139430	0	106520
YGR054W	Eukaryotic translation initiation factor 2A	YGR054W	P53235;Q45U32	7	7	7	14.5	71.3	3.1579E-27	673130	470460	375830
YGR130C	Uncharacterized protein YGR130C	YGR130C	P53278	1	1	1	1.3	92.7	6.1593E-23	0	124130	102820
YGR169C-A	Uncharacterized protein YGR169C-A	YGR169C-A	Q3E772	1	1	1	16.3	10.5	0.0023769	0	0	154760
YGR211W	Zinc finger protein ZPR1	YGR211W;ZPR1	P53303;Q02807;Q02808	5	5	5	13.4	55.1	2.4788E-21	508330	366700	221310
YGR285C	DnaJ-related protein ZUO1;Heat shock protein 40 homolog ZUO1;Ribosome-associated complex subunit ZUO1;Zuotin	YGR285C;ZUO1	P32527	13	13	13	39.5	49.0	6.6178E-130	6700400	6682700	4091400
YHL021C	Aim17p;Uncharacterized oxidoreductase YHL021C	YHL021C	D3DKP4;P23180	8	8	8	22.4	53.1	1.4607E-53	2967500	1477900	1357200
YMR241W	Mitochondrial DNA replication protein YHM2	YHM2;YM9408.03;YMR241W	Q04013	1	1	1	5.1	34.2	0.0023539	141430	100780	0
YHR009C	Putative uncharacterized protein;UPF0673 membrane protein YHR009C	YHR009C	D3DKV4;P38758	5	5	5	16.6	57.6	7.4849E-16	423390	338140	93084
YHR020W	Proline--tRNA ligase;Putative prolyl-tRNA synthetase YHR020W;Putative uncharacterized protein	YHR020W	D3DKW5;P38708	11	11	11	24.3	77.4	4.2954E-151	4902700	5438300	3821500
YHR029C	Putative uncharacterized protein YHI9;Uncharacterized isomerase YHR029C	YHR029C	D3DKX6;P38765	7	7	7	29.9	32.6	2.758E-87	1794900	3232100	1326600
YHR087W	Putative uncharacterized protein RTC3;SDO1-like protein YHR087W	YHR087W	D3DL39;P38804	3	3	3	52.3	12.0	5.674E-293	4581400	6239800	6758000
YHR112C	Putative uncharacterized protein;Uncharacterized trans-sulfuration enzyme YHR112C	YHR112C	D3DL62;P38716	1	1	1	3.4	42.4	0.0083506	173030	285370	0
YHR113W	Cytoplasmic aspartyl aminopeptidase; cleaves unblocked N-terminal acidic amino acid residues from peptide substrates; forms a 12 subunit homo-oligomeric complex; M18 metalloprotease family member; may interact with ribosomes;Putative aspartyl aminopeptidase	YHR113W	D3DL63;P38821	2	2	2	4.3	54.2	0.00078039	75757	111020	0
YHR138C	Putative uncharacterized protein;Uncharacterized protein YHR138C	YHR138C	D3DL87;P38841	3	3	3	34.2	12.8	2.5185E-29	193350	293980	493990
YHR146W	Crp1p;Uncharacterized protein YHR146W	YHR146W	D3DL95;P38845	2	2	2	6	51.1	6.7462E-22	169270	138970	22105
YHR199C	Aim46p;Uncharacterized protein YHR199C	YHR199C	D3DLE7;P38885	1	1	1	5.2	34.1	1.4467E-08	0	78916	72453
YIL002W-A	Uncharacterized protein YIL002W-A	YIL002W-A	Q3E7Z5	1	1	1	14.5	7.7	1.7925E-17	47366	735420	642850
YIL063C	Ran-binding protein 2;Ran-specific GTPase-activating protein 2	YIL063C;YRB2	P40517	1	1	1	3.7	36.1	5.2313E-07	44652	30617	18937
YIL064W	Uncharacterized methyltransferase YIL064W	YIL064W	P40516;Q6B2R5	2	2	2	9.3	28.7	4.615E-09	0	138650	0
YIL083C	Uncharacterized protein YIL083C	YIL083C	P40506	2	2	2	5.2	41.9	1.3569E-06	110440	213990	115470
YPR028W	Protein YOP1;YIP1 partner protein 1;YPT-interacting protein 2	YIP2;YOP1;YP9367.08;YPR028W	Q12402	1	1	1	6.7	20.3	2.3711E-24	553510	0	299380
YIR036C	Benzil reductase	YIR036C	P40580;Q54AB5	1	1	1	5.7	28.8	0.0017715	12630	0	0
YKR014C	GTP-binding protein YPT52	YK112;YKR014C;YPT52	P36018	2	2	2	10.7	26.1	8.8474E-32	0	81604	258850
YKL033W-A	Putative uncharacterized hydrolase YKL033W-A	YKL033W-A	Q86ZR7	2	2	2	8.5	26.2	1.8181E-06	73366	312080	182520
YKL054C	Uncharacterized protein YKL054C	YKL054C;YKL308	P35732	3	3	3	4.5	84.0	3.3173E-12	279130	239640	1327500
YKL063C	Uncharacterized protein YKL063C	YKL063C;YKL327	P35725	1	1	1	6.6	19.0	0.00017195	0	61940	0
YKL069W	Free methionine-R-sulfoxide reductase;GAF domain-containing protein YKL069W	YKL069W;YKL340	P36088	1	1	1	7.2	19.7	0.0058428	0	57566	0
YKL196C	Synaptobrevin homolog YKT6	YKL196C;YKT6	P36015	3	3	3	13.5	22.7	8.3983E-07	344640	450580	794870
YKR043C	Uncharacterized protein YKR043C	YKR043C	P36136	1	1	1	4.1	31.0	0.000019424	189710	0	0
YKR078W	Uncharacterized protein YKR078W	YKR078W	P36158	2	2	2	3.9	68.3	0.0019082	398800	0	110020
YLR177W	Uncharacterized protein YLR177W	YLR177W	Q06251	1	1	1	2.4	71.3	0.00099823	0	0	37310
YLR257W	Uncharacterized protein YLR257W	YLR257W	Q06146	3	3	3	14.6	36.0	1.6844E-24	910950	910870	216370
YLR287C	Uncharacterized protein YLR287C	YLR287C	Q05881	1	1	1	3.9	40.9	0.0018928	26652	31956	21373
YLR301W	Uncharacterized protein YLR301W	YLR301W	Q05905	2	2	2	14.8	27.5	7.3085E-14	80692	88188	1687100
YLR413W	Cell membrane protein YLR413W	YLR413W	Q06689	2	2	2	3.9	72.7	3.7977E-23	479240	319090	26650
YML131W	Uncharacterized membrane protein YML131W	YM4987.04;YML131W	Q03102;Q6Q5K5	3	3	3	9.9	40.0	1.6385E-11	0	266770	213390
